"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","tav_profit","tavp_wocp"
"16097","Southern","Tracking",0.45,354,0.06,20,6.4,19729.38264,1.5,2040,10533.2013108139,913.818670813926
"16098","Southern","Tracking",0.45,354,0.06,21,6.4,21769.38264,1.5,2040,12573.2013108139,1593.81867081393
"16099","Southern","Tracking",0.45,354,0.06,22,6.4,23809.38264,1.5,2040,14613.2013108139,2273.81867081393
"16100","Southern","Tracking",0.45,354,0.06,23,6.4,23419.38264,1.4,1904,14223.2013108139,523.818670813918
"16101","Southern","Tracking",0.45,354,0.06,17,8.2,18451.38264,1.8,2448,6677.13313197781,1137.75049197781
"16102","Southern","Tracking",0.45,354,0.06,18,8.2,19149.38264,1.7,2312,7375.13313197781,475.750491977815
"16103","Southern","Tracking",0.45,354,0.06,19,8.2,21461.38264,1.7,2312,9687.13313197781,1427.75049197781
"16104","Southern","Tracking",0.45,354,0.06,20,8.2,21751.38264,1.6,2176,9977.13313197781,357.750491977815
"16105","Southern","Tracking",0.45,354,0.06,21,8.2,23927.38264,1.6,2176,12153.1331319778,1173.75049197781
"16106","Southern","Tracking",0.45,354,0.06,22,8.2,26103.38264,1.6,2176,14329.1331319778,1989.75049197781
"16107","Southern","Tracking",0.45,354,0.06,23,8.2,25849.38264,1.5,2040,14075.1331319778,375.750491977815
"16108","Black Belt","Fixed",0.5,413,0.06,17,4.6,15223.38264,1.6,2176,6812.33737042596,1272.95473042596
"16109","Black Belt","Fixed",0.5,413,0.06,18,4.6,15649.38264,1.5,2040,7238.33737042596,338.954730425958
"16110","Black Belt","Fixed",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,9278.33737042596,1018.95473042596
"16111","Black Belt","Fixed",0.5,413,0.06,20,4.6,19729.38264,1.5,2040,11318.337370426,1698.95473042596
"16112","Black Belt","Fixed",0.5,413,0.06,21,4.6,19611.38264,1.4,1904,11200.337370426,220.95473042595
"16113","Black Belt","Fixed",0.5,413,0.06,22,4.6,21515.38264,1.4,1904,13104.337370426,764.95473042595
"16114","Black Belt","Fixed",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,15008.337370426,1308.95473042595
"16115","Black Belt","Fixed",0.5,413,0.06,17,6.4,18451.38264,1.8,2448,5941.28501528538,401.902375285375
"16116","Black Belt","Fixed",0.5,413,0.06,18,6.4,20899.38264,1.8,2448,8389.28501528538,1489.90237528538
"16117","Black Belt","Fixed",0.5,413,0.06,19,6.4,21461.38264,1.7,2312,8951.28501528538,691.902375285375
"16118","Black Belt","Fixed",0.5,413,0.06,20,6.4,23773.38264,1.7,2312,11263.2850152854,1643.90237528538
"16119","Black Belt","Fixed",0.5,413,0.06,21,6.4,23927.38264,1.6,2176,11417.2850152854,437.902375285375
"16120","Black Belt","Fixed",0.5,413,0.06,22,6.4,26103.38264,1.6,2176,13593.2850152854,1253.90237528538
"16121","Black Belt","Fixed",0.5,413,0.06,23,6.4,28279.38264,1.6,2176,15769.2850152854,2069.90237528538
"16122","Black Belt","Fixed",0.5,413,0.06,20,8.2,29839.38264,2,2720,9663.52476671077,44.1421267107689
"16123","Black Belt","Fixed",0.5,413,0.06,21,8.2,32559.38264,2,2720,12383.5247667108,1404.14212671077
"16124","Black Belt","Fixed",0.5,413,0.06,22,8.2,32985.38264,1.9,2584,12809.5247667108,470.142126710765
"16125","Black Belt","Fixed",0.5,413,0.06,23,8.2,35569.38264,1.9,2584,15393.5247667108,1694.14212671077
"16126","Black Belt","Tracking",0.5,413,0.06,17,4.6,13609.38264,1.5,2040,5622.71063125837,83.3279912583675
"16127","Black Belt","Tracking",0.5,413,0.06,18,4.6,15649.38264,1.5,2040,7662.71063125837,763.327991258368
"16128","Black Belt","Tracking",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,9702.71063125837,1443.32799125837
"16129","Black Belt","Tracking",0.5,413,0.06,20,4.6,17707.38264,1.4,1904,9720.71063125836,101.32799125836
"16130","Black Belt","Tracking",0.5,413,0.06,21,4.6,19611.38264,1.4,1904,11624.7106312584,645.32799125836
"16131","Black Belt","Tracking",0.5,413,0.06,22,4.6,21515.38264,1.4,1904,13528.7106312584,1189.32799125836
"16132","Black Belt","Tracking",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,15432.7106312584,1733.32799125836
"16133","Black Belt","Tracking",0.5,413,0.06,17,6.4,16837.38264,1.7,2312,5842.96442261625,303.581782616249
"16134","Black Belt","Tracking",0.5,413,0.06,18,6.4,19149.38264,1.7,2312,8154.96442261625,1255.58178261625
"16135","Black Belt","Tracking",0.5,413,0.06,19,6.4,19575.38264,1.6,2176,8580.96442261625,321.581782616249
"16136","Black Belt","Tracking",0.5,413,0.06,20,6.4,21751.38264,1.6,2176,10756.9644226162,1137.58178261625
"16137","Black Belt","Tracking",0.5,413,0.06,21,6.4,23927.38264,1.6,2176,12932.9644226162,1953.58178261625
"16138","Black Belt","Tracking",0.5,413,0.06,22,6.4,23809.38264,1.5,2040,12814.9644226162,475.581782616249
"16139","Black Belt","Tracking",0.5,413,0.06,23,6.4,25849.38264,1.5,2040,14854.9644226162,1155.58178261625
"16140","Black Belt","Tracking",0.5,413,0.06,17,8.2,20065.38264,1.9,2584,6063.21821397412,523.835573974124
"16141","Black Belt","Tracking",0.5,413,0.06,18,8.2,22649.38264,1.9,2584,8647.21821397412,1747.83557397412
"16142","Black Belt","Tracking",0.5,413,0.06,19,8.2,23347.38264,1.8,2448,9345.21821397412,1085.83557397412
"16143","Black Belt","Tracking",0.5,413,0.06,20,8.2,23773.38264,1.7,2312,9771.21821397412,151.835573974124
"16144","Black Belt","Tracking",0.5,413,0.06,21,8.2,26085.38264,1.7,2312,12083.2182139741,1103.83557397412
"16145","Black Belt","Tracking",0.5,413,0.06,22,8.2,28397.38264,1.7,2312,14395.2182139741,2055.83557397412
"16146","Black Belt","Tracking",0.5,413,0.06,23,8.2,28279.38264,1.6,2176,14277.2182139741,577.835573974124
"16147","Central","Fixed",0.5,413,0.06,17,4.6,15223.38264,1.6,2176,6432.17737042596,892.794730425958
"16148","Central","Fixed",0.5,413,0.06,18,4.6,17399.38264,1.6,2176,8608.17737042596,1708.79473042596
"16149","Central","Fixed",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,8898.17737042596,638.794730425958
"16150","Central","Fixed",0.5,413,0.06,20,4.6,19729.38264,1.5,2040,10938.177370426,1318.79473042596
"16151","Central","Fixed",0.5,413,0.06,21,4.6,21769.38264,1.5,2040,12978.177370426,1998.79473042596
"16152","Central","Fixed",0.5,413,0.06,22,4.6,21515.38264,1.4,1904,12724.177370426,384.794730425951
"16153","Central","Fixed",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,14628.177370426,928.794730425951
"16154","Central","Fixed",0.5,413,0.06,17,6.4,18451.38264,1.8,2448,5561.12501528538,21.7423752853756
"16155","Central","Fixed",0.5,413,0.06,18,6.4,20899.38264,1.8,2448,8009.12501528538,1109.74237528538
"16156","Central","Fixed",0.5,413,0.06,19,6.4,21461.38264,1.7,2312,8571.12501528538,311.742375285376
"16157","Central","Fixed",0.5,413,0.06,20,6.4,23773.38264,1.7,2312,10883.1250152854,1263.74237528538
"16158","Central","Fixed",0.5,413,0.06,21,6.4,23927.38264,1.6,2176,11037.1250152854,57.7423752853756
"16159","Central","Fixed",0.5,413,0.06,22,6.4,26103.38264,1.6,2176,13213.1250152854,873.742375285376
"16160","Central","Fixed",0.5,413,0.06,23,6.4,28279.38264,1.6,2176,15389.1250152854,1689.74237528538
"16161","Central","Fixed",0.5,413,0.06,21,8.2,32559.38264,2,2720,12003.3647667108,1023.98212671077
"16162","Central","Fixed",0.5,413,0.06,22,8.2,32985.38264,1.9,2584,12429.3647667108,89.9821267107654
"16163","Central","Fixed",0.5,413,0.06,23,8.2,35569.38264,1.9,2584,15013.3647667108,1313.98212671077
"16164","Central","Tracking",0.5,413,0.06,17,4.6,15223.38264,1.6,2176,6806.75063125837,1267.36799125837
"16165","Central","Tracking",0.5,413,0.06,18,4.6,15649.38264,1.5,2040,7232.75063125837,333.367991258368
"16166","Central","Tracking",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,9272.75063125837,1013.36799125837
"16167","Central","Tracking",0.5,413,0.06,20,4.6,19729.38264,1.5,2040,11312.7506312584,1693.36799125837
"16168","Central","Tracking",0.5,413,0.06,21,4.6,19611.38264,1.4,1904,11194.7506312584,215.367991258361
"16169","Central","Tracking",0.5,413,0.06,22,4.6,21515.38264,1.4,1904,13098.7506312584,759.367991258361
"16170","Central","Tracking",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,15002.7506312584,1303.36799125836
"16171","Central","Tracking",0.5,413,0.06,17,6.4,18451.38264,1.8,2448,7027.00442261625,1487.62178261625
"16172","Central","Tracking",0.5,413,0.06,18,6.4,19149.38264,1.7,2312,7725.00442261625,825.62178261625
"16173","Central","Tracking",0.5,413,0.06,19,6.4,21461.38264,1.7,2312,10037.0044226162,1777.62178261625
"16174","Central","Tracking",0.5,413,0.06,20,6.4,21751.38264,1.6,2176,10327.0044226162,707.62178261625
"16175","Central","Tracking",0.5,413,0.06,21,6.4,23927.38264,1.6,2176,12503.0044226162,1523.62178261625
"16176","Central","Tracking",0.5,413,0.06,22,6.4,23809.38264,1.5,2040,12385.0044226162,45.6217826162501
"16177","Central","Tracking",0.5,413,0.06,23,6.4,25849.38264,1.5,2040,14425.0044226162,725.62178261625
"16178","Central","Tracking",0.5,413,0.06,17,8.2,20065.38264,1.9,2584,5633.25821397412,93.8755739741246
"16179","Central","Tracking",0.5,413,0.06,18,8.2,22649.38264,1.9,2584,8217.25821397412,1317.87557397412
"16180","Central","Tracking",0.5,413,0.06,19,8.2,23347.38264,1.8,2448,8915.25821397412,655.875573974125
"16181","Central","Tracking",0.5,413,0.06,20,8.2,25795.38264,1.8,2448,11363.2582139741,1743.87557397412
"16182","Central","Tracking",0.5,413,0.06,21,8.2,26085.38264,1.7,2312,11653.2582139741,673.875573974125
"16183","Central","Tracking",0.5,413,0.06,22,8.2,28397.38264,1.7,2312,13965.2582139741,1625.87557397412
"16184","Central","Tracking",0.5,413,0.06,23,8.2,28279.38264,1.6,2176,13847.2582139741,147.875573974125
"16185","Northern","Fixed",0.5,413,0.06,17,4.6,15223.38264,1.6,2176,5849.63737042596,310.254730425957
"16186","Northern","Fixed",0.5,413,0.06,18,4.6,17399.38264,1.6,2176,8025.63737042596,1126.25473042596
"16187","Northern","Fixed",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,8315.63737042596,56.254730425957
"16188","Northern","Fixed",0.5,413,0.06,20,4.6,19729.38264,1.5,2040,10355.637370426,736.254730425957
"16189","Northern","Fixed",0.5,413,0.06,21,4.6,21769.38264,1.5,2040,12395.637370426,1416.25473042596
"16190","Northern","Fixed",0.5,413,0.06,22,4.6,23809.38264,1.5,2040,14435.637370426,2096.25473042596
"16191","Northern","Fixed",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,14045.6373704259,346.25473042595
"16192","Northern","Fixed",0.5,413,0.06,17,6.4,20065.38264,1.9,2584,6592.58501528537,1053.20237528537
"16193","Northern","Fixed",0.5,413,0.06,18,6.4,20899.38264,1.8,2448,7426.58501528537,527.202375285375
"16194","Northern","Fixed",0.5,413,0.06,19,6.4,23347.38264,1.8,2448,9874.58501528537,1615.20237528537
"16195","Northern","Fixed",0.5,413,0.06,20,6.4,23773.38264,1.7,2312,10300.5850152854,681.202375285375
"16196","Northern","Fixed",0.5,413,0.06,21,6.4,26085.38264,1.7,2312,12612.5850152854,1633.20237528537
"16197","Northern","Fixed",0.5,413,0.06,22,6.4,26103.38264,1.6,2176,12630.5850152854,291.202375285375
"16198","Northern","Fixed",0.5,413,0.06,23,6.4,28279.38264,1.6,2176,14806.5850152854,1107.20237528537
"16199","Northern","Fixed",0.5,413,0.06,21,8.2,32559.38264,2,2720,11420.8247667108,441.442126710768
"16200","Northern","Fixed",0.5,413,0.06,22,8.2,35279.38264,2,2720,14140.8247667108,1801.44212671076
"16201","Northern","Fixed",0.5,413,0.06,23,8.2,35569.38264,1.9,2584,14430.8247667108,731.442126710765
"16202","Northern","Tracking",0.5,413,0.06,17,4.6,15223.38264,1.6,2176,5934.53063125837,395.147991258367
"16203","Northern","Tracking",0.5,413,0.06,18,4.6,17399.38264,1.6,2176,8110.53063125837,1211.14799125837
"16204","Northern","Tracking",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,8400.53063125837,141.147991258367
"16205","Northern","Tracking",0.5,413,0.06,20,4.6,19729.38264,1.5,2040,10440.5306312584,821.147991258367
"16206","Northern","Tracking",0.5,413,0.06,21,4.6,21769.38264,1.5,2040,12480.5306312584,1501.14799125837
"16207","Northern","Tracking",0.5,413,0.06,22,4.6,23809.38264,1.5,2040,14520.5306312584,2181.14799125837
"16208","Northern","Tracking",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,14130.5306312584,431.14799125836
"16209","Northern","Tracking",0.5,413,0.06,17,6.4,18451.38264,1.8,2448,6154.78442261625,615.401782616249
"16210","Northern","Tracking",0.5,413,0.06,18,6.4,20899.38264,1.8,2448,8602.78442261625,1703.40178261625
"16211","Northern","Tracking",0.5,413,0.06,19,6.4,21461.38264,1.7,2312,9164.78442261625,905.401782616249
"16212","Northern","Tracking",0.5,413,0.06,20,6.4,23773.38264,1.7,2312,11476.7844226162,1857.40178261625
"16213","Northern","Tracking",0.5,413,0.06,21,6.4,23927.38264,1.6,2176,11630.7844226162,651.401782616249
"16214","Northern","Tracking",0.5,413,0.06,22,6.4,26103.38264,1.6,2176,13806.7844226162,1467.40178261625
"16215","Northern","Tracking",0.5,413,0.06,23,6.4,28279.38264,1.6,2176,15982.7844226162,2283.40178261625
"16216","Northern","Tracking",0.5,413,0.06,17,8.2,21679.38264,2,2720,6375.03821397412,835.655573974123
"16217","Northern","Tracking",0.5,413,0.06,18,8.2,22649.38264,1.9,2584,7345.03821397412,445.655573974123
"16218","Northern","Tracking",0.5,413,0.06,19,8.2,25233.38264,1.9,2584,9929.03821397412,1669.65557397412
"16219","Northern","Tracking",0.5,413,0.06,20,8.2,25795.38264,1.8,2448,10491.0382139741,871.655573974123
"16220","Northern","Tracking",0.5,413,0.06,21,8.2,28243.38264,1.8,2448,12939.0382139741,1959.65557397412
"16221","Northern","Tracking",0.5,413,0.06,22,8.2,28397.38264,1.7,2312,13093.0382139741,753.655573974123
"16222","Northern","Tracking",0.5,413,0.06,23,8.2,30709.38264,1.7,2312,15405.0382139741,1705.65557397412
"16223","Southern","Fixed",0.5,413,0.06,17,4.6,15223.38264,1.6,2176,6950.69737042596,1411.31473042596
"16224","Southern","Fixed",0.5,413,0.06,18,4.6,15649.38264,1.5,2040,7376.69737042596,477.314730425958
"16225","Southern","Fixed",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,9416.69737042596,1157.31473042596
"16226","Southern","Fixed",0.5,413,0.06,20,4.6,19729.38264,1.5,2040,11456.697370426,1837.31473042596
"16227","Southern","Fixed",0.5,413,0.06,21,4.6,19611.38264,1.4,1904,11338.697370426,359.314730425951
"16228","Southern","Fixed",0.5,413,0.06,22,4.6,21515.38264,1.4,1904,13242.697370426,903.314730425951
"16229","Southern","Fixed",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,15146.697370426,1447.31473042595
"16230","Southern","Fixed",0.5,413,0.06,17,6.4,18451.38264,1.8,2448,6079.64501528538,540.262375285376
"16231","Southern","Fixed",0.5,413,0.06,18,6.4,20899.38264,1.8,2448,8527.64501528538,1628.26237528538
"16232","Southern","Fixed",0.5,413,0.06,19,6.4,21461.38264,1.7,2312,9089.64501528538,830.262375285376
"16233","Southern","Fixed",0.5,413,0.06,20,6.4,23773.38264,1.7,2312,11401.6450152854,1782.26237528538
"16234","Southern","Fixed",0.5,413,0.06,21,6.4,23927.38264,1.6,2176,11555.6450152854,576.262375285376
"16235","Southern","Fixed",0.5,413,0.06,22,6.4,26103.38264,1.6,2176,13731.6450152854,1392.26237528538
"16236","Southern","Fixed",0.5,413,0.06,23,6.4,28279.38264,1.6,2176,15907.6450152854,2208.26237528538
"16237","Southern","Fixed",0.5,413,0.06,20,8.2,29839.38264,2,2720,9801.88476671077,182.50212671077
"16238","Southern","Fixed",0.5,413,0.06,21,8.2,32559.38264,2,2720,12521.8847667108,1542.50212671077
"16239","Southern","Fixed",0.5,413,0.06,22,8.2,32985.38264,1.9,2584,12947.8847667108,608.502126710766
"16240","Southern","Fixed",0.5,413,0.06,23,8.2,35569.38264,1.9,2584,15531.8847667108,1832.50212671077
"16241","Southern","Tracking",0.5,413,0.06,17,4.6,13609.38264,1.5,2040,5888.15063125837,348.76799125837
"16242","Southern","Tracking",0.5,413,0.06,18,4.6,15649.38264,1.5,2040,7928.15063125837,1028.76799125837
"16243","Southern","Tracking",0.5,413,0.06,19,4.6,17689.38264,1.5,2040,9968.15063125837,1708.76799125837
"16244","Southern","Tracking",0.5,413,0.06,20,4.6,17707.38264,1.4,1904,9986.15063125836,366.767991258363
"16245","Southern","Tracking",0.5,413,0.06,21,4.6,19611.38264,1.4,1904,11890.1506312584,910.767991258363
"16246","Southern","Tracking",0.5,413,0.06,22,4.6,21515.38264,1.4,1904,13794.1506312584,1454.76799125836
"16247","Southern","Tracking",0.5,413,0.06,23,4.6,23419.38264,1.4,1904,15698.1506312584,1998.76799125836
"16248","Southern","Tracking",0.5,413,0.06,17,6.4,16837.38264,1.7,2312,6108.40442261625,569.021782616252
"16249","Southern","Tracking",0.5,413,0.06,18,6.4,19149.38264,1.7,2312,8420.40442261625,1521.02178261625
"16250","Southern","Tracking",0.5,413,0.06,19,6.4,19575.38264,1.6,2176,8846.40442261625,587.021782616252
"16251","Southern","Tracking",0.5,413,0.06,20,6.4,21751.38264,1.6,2176,11022.4044226163,1403.02178261625
"16252","Southern","Tracking",0.5,413,0.06,21,6.4,21769.38264,1.5,2040,11040.4044226163,61.0217826162516
"16253","Southern","Tracking",0.5,413,0.06,22,6.4,23809.38264,1.5,2040,13080.4044226163,741.021782616252
"16254","Southern","Tracking",0.5,413,0.06,23,6.4,25849.38264,1.5,2040,15120.4044226163,1421.02178261625
"16255","Southern","Tracking",0.5,413,0.06,17,8.2,20065.38264,1.9,2584,6328.65821397413,789.275573974126
"16256","Southern","Tracking",0.5,413,0.06,18,8.2,20899.38264,1.8,2448,7162.65821397413,263.275573974126
"16257","Southern","Tracking",0.5,413,0.06,19,8.2,23347.38264,1.8,2448,9610.65821397413,1351.27557397413
"16258","Southern","Tracking",0.5,413,0.06,20,8.2,23773.38264,1.7,2312,10036.6582139741,417.275573974126
"16259","Southern","Tracking",0.5,413,0.06,21,8.2,26085.38264,1.7,2312,12348.6582139741,1369.27557397413
"16260","Southern","Tracking",0.5,413,0.06,22,8.2,26103.38264,1.6,2176,12366.6582139741,27.275573974126
"16261","Southern","Tracking",0.5,413,0.06,23,8.2,28279.38264,1.6,2176,14542.6582139741,843.275573974126
"16262","Black Belt","Fixed",0.55,472,0.06,17,4.6,15223.38264,1.6,2176,5610.84518905824,71.4625490582403
"16263","Black Belt","Fixed",0.55,472,0.06,18,4.6,17399.38264,1.6,2176,7786.84518905824,887.46254905824
"16264","Black Belt","Fixed",0.55,472,0.06,19,4.6,19575.38264,1.6,2176,9962.84518905824,1703.46254905824
"16265","Black Belt","Fixed",0.55,472,0.06,20,4.6,19729.38264,1.5,2040,10116.8451890582,497.46254905824
"16266","Black Belt","Fixed",0.55,472,0.06,21,4.6,21769.38264,1.5,2040,12156.8451890582,1177.46254905824
"16267","Black Belt","Fixed",0.55,472,0.06,22,4.6,23809.38264,1.5,2040,14196.8451890582,1857.46254905824
"16268","Black Belt","Fixed",0.55,472,0.06,23,4.6,23419.38264,1.4,1904,13806.8451890582,107.462549058233
"16269","Black Belt","Fixed",0.55,472,0.06,17,6.4,20065.38264,1.9,2584,5768.21392604043,228.831286040426
"16270","Black Belt","Fixed",0.55,472,0.06,18,6.4,22649.38264,1.9,2584,8352.21392604043,1452.83128604043
"16271","Black Belt","Fixed",0.55,472,0.06,19,6.4,23347.38264,1.8,2448,9050.21392604043,790.831286040426
"16272","Black Belt","Fixed",0.55,472,0.06,20,6.4,25795.38264,1.8,2448,11498.2139260404,1878.83128604043
"16273","Black Belt","Fixed",0.55,472,0.06,21,6.4,26085.38264,1.7,2312,11788.2139260404,808.831286040426
"16274","Black Belt","Fixed",0.55,472,0.06,22,6.4,28397.38264,1.7,2312,14100.2139260404,1760.83128604043
"16275","Black Belt","Fixed",0.55,472,0.06,23,6.4,28279.38264,1.6,2176,13982.2139260404,282.831286040426
"16276","Black Belt","Fixed",0.55,472,0.06,23,8.2,37999.38264,2,2720,14941.3450705266,1241.96243052659
"16277","Black Belt","Tracking",0.55,472,0.06,17,4.6,15223.38264,1.6,2176,6095.73177286671,556.349132866708
"16278","Black Belt","Tracking",0.55,472,0.06,18,4.6,17399.38264,1.6,2176,8271.73177286671,1372.34913286671
"16279","Black Belt","Tracking",0.55,472,0.06,19,4.6,17689.38264,1.5,2040,8561.73177286671,302.349132866708
"16280","Black Belt","Tracking",0.55,472,0.06,20,4.6,19729.38264,1.5,2040,10601.7317728667,982.349132866708
"16281","Black Belt","Tracking",0.55,472,0.06,21,4.6,21769.38264,1.5,2040,12641.7317728667,1662.34913286671
"16282","Black Belt","Tracking",0.55,472,0.06,22,4.6,21515.38264,1.4,1904,12387.7317728667,48.3491328667005
"16283","Black Belt","Tracking",0.55,472,0.06,23,4.6,23419.38264,1.4,1904,14291.7317728667,592.349132866701
"16284","Black Belt","Tracking",0.55,472,0.06,17,6.4,18451.38264,1.8,2448,5886.30753441857,346.924894418567
"16285","Black Belt","Tracking",0.55,472,0.06,18,6.4,20899.38264,1.8,2448,8334.30753441857,1434.92489441857
"16286","Black Belt","Tracking",0.55,472,0.06,19,6.4,21461.38264,1.7,2312,8896.30753441857,636.924894418567
"16287","Black Belt","Tracking",0.55,472,0.06,20,6.4,23773.38264,1.7,2312,11208.3075344186,1588.92489441857
"16288","Black Belt","Tracking",0.55,472,0.06,21,6.4,23927.38264,1.6,2176,11362.3075344186,382.924894418567
"16289","Black Belt","Tracking",0.55,472,0.06,22,6.4,26103.38264,1.6,2176,13538.3075344186,1198.92489441857
"16290","Black Belt","Tracking",0.55,472,0.06,23,6.4,28279.38264,1.6,2176,15714.3075344186,2014.92489441857
"16291","Black Belt","Tracking",0.55,472,0.06,17,8.2,21679.38264,2,2720,5676.88329597043,137.500655970427
"16292","Black Belt","Tracking",0.55,472,0.06,18,8.2,24399.38264,2,2720,8396.88329597043,1497.50065597043
"16293","Black Belt","Tracking",0.55,472,0.06,19,8.2,25233.38264,1.9,2584,9230.88329597043,971.500655970427
"16294","Black Belt","Tracking",0.55,472,0.06,20,8.2,25795.38264,1.8,2448,9792.88329597043,173.500655970427
"16295","Black Belt","Tracking",0.55,472,0.06,21,8.2,28243.38264,1.8,2448,12240.8832959704,1261.50065597043
"16296","Black Belt","Tracking",0.55,472,0.06,22,8.2,28397.38264,1.7,2312,12394.8832959704,55.500655970427
"16297","Black Belt","Tracking",0.55,472,0.06,23,8.2,30709.38264,1.7,2312,14706.8832959704,1007.50065597043
"16298","Central","Fixed",0.55,472,0.06,17,4.6,16837.38264,1.7,2312,6790.32518905824,1250.94254905824
"16299","Central","Fixed",0.55,472,0.06,18,4.6,17399.38264,1.6,2176,7352.32518905824,452.94254905824
"16300","Central","Fixed",0.55,472,0.06,19,4.6,19575.38264,1.6,2176,9528.32518905824,1268.94254905824
"16301","Central","Fixed",0.55,472,0.06,20,4.6,19729.38264,1.5,2040,9682.32518905824,62.9425490582398
"16302","Central","Fixed",0.55,472,0.06,21,4.6,21769.38264,1.5,2040,11722.3251890582,742.94254905824
"16303","Central","Fixed",0.55,472,0.06,22,4.6,23809.38264,1.5,2040,13762.3251890582,1422.94254905824
"16304","Central","Fixed",0.55,472,0.06,23,4.6,25849.38264,1.5,2040,15802.3251890582,2102.94254905824
"16305","Central","Fixed",0.55,472,0.06,17,6.4,21679.38264,2,2720,6947.69392604043,1408.31128604043
"16306","Central","Fixed",0.55,472,0.06,18,6.4,22649.38264,1.9,2584,7917.69392604043,1018.31128604043
"16307","Central","Fixed",0.55,472,0.06,19,6.4,23347.38264,1.8,2448,8615.69392604043,356.311286040425
"16308","Central","Fixed",0.55,472,0.06,20,6.4,25795.38264,1.8,2448,11063.6939260404,1444.31128604043
"16309","Central","Fixed",0.55,472,0.06,21,6.4,26085.38264,1.7,2312,11353.6939260404,374.311286040425
"16310","Central","Fixed",0.55,472,0.06,22,6.4,28397.38264,1.7,2312,13665.6939260404,1326.31128604043
"16311","Central","Fixed",0.55,472,0.06,23,6.4,30709.38264,1.7,2312,15977.6939260404,2278.31128604043
"16312","Central","Fixed",0.55,472,0.06,23,8.2,37999.38264,2,2720,14506.8250705266,807.442430526586
"16313","Central","Tracking",0.55,472,0.06,17,4.6,15223.38264,1.6,2176,5604.27177286671,64.8891328667087
"16314","Central","Tracking",0.55,472,0.06,18,4.6,17399.38264,1.6,2176,7780.27177286671,880.889132866709
"16315","Central","Tracking",0.55,472,0.06,19,4.6,19575.38264,1.6,2176,9956.27177286671,1696.88913286671
"16316","Central","Tracking",0.55,472,0.06,20,4.6,19729.38264,1.5,2040,10110.2717728667,490.889132866709
"16317","Central","Tracking",0.55,472,0.06,21,4.6,21769.38264,1.5,2040,12150.2717728667,1170.88913286671
"16318","Central","Tracking",0.55,472,0.06,22,4.6,23809.38264,1.5,2040,14190.2717728667,1850.88913286671
"16319","Central","Tracking",0.55,472,0.06,23,4.6,23419.38264,1.4,1904,13800.2717728667,100.889132866701
"16320","Central","Tracking",0.55,472,0.06,17,6.4,20065.38264,1.9,2584,7008.84753441857,1469.46489441857
"16321","Central","Tracking",0.55,472,0.06,18,6.4,20899.38264,1.8,2448,7842.84753441857,943.464894418568
"16322","Central","Tracking",0.55,472,0.06,19,6.4,21461.38264,1.7,2312,8404.84753441857,145.464894418568
"16323","Central","Tracking",0.55,472,0.06,20,6.4,23773.38264,1.7,2312,10716.8475344186,1097.46489441857
"16324","Central","Tracking",0.55,472,0.06,21,6.4,26085.38264,1.7,2312,13028.8475344186,2049.46489441857
"16325","Central","Tracking",0.55,472,0.06,22,6.4,26103.38264,1.6,2176,13046.8475344186,707.464894418568
"16326","Central","Tracking",0.55,472,0.06,23,6.4,28279.38264,1.6,2176,15222.8475344186,1523.46489441857
"16327","Central","Tracking",0.55,472,0.06,18,8.2,24399.38264,2,2720,7905.42329597043,1006.04065597043
"16328","Central","Tracking",0.55,472,0.06,19,8.2,25233.38264,1.9,2584,8739.42329597043,480.040655970428
"16329","Central","Tracking",0.55,472,0.06,20,8.2,27817.38264,1.9,2584,11323.4232959704,1704.04065597043
"16330","Central","Tracking",0.55,472,0.06,21,8.2,28243.38264,1.8,2448,11749.4232959704,770.040655970428
"16331","Central","Tracking",0.55,472,0.06,22,8.2,30691.38264,1.8,2448,14197.4232959704,1858.04065597043
"16332","Central","Tracking",0.55,472,0.06,23,8.2,30709.38264,1.7,2312,14215.4232959704,516.040655970428
"16333","Northern","Fixed",0.55,472,0.06,17,4.6,16837.38264,1.7,2312,6124.62518905824,585.242549058239
"16334","Northern","Fixed",0.55,472,0.06,18,4.6,19149.38264,1.7,2312,8436.62518905824,1537.24254905824
"16335","Northern","Fixed",0.55,472,0.06,19,4.6,19575.38264,1.6,2176,8862.62518905824,603.242549058239
"16336","Northern","Fixed",0.55,472,0.06,20,4.6,21751.38264,1.6,2176,11038.6251890582,1419.24254905824
"16337","Northern","Fixed",0.55,472,0.06,21,4.6,21769.38264,1.5,2040,11056.6251890582,77.2425490582391
