"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sbav_profit","sbavp_wocp"
"7193","Black Belt","Tracking",0.45,354,0.045,7,4.6,17438.94003,1.7,5227.5,6372.87687965003,1581.92184965003
"7194","Black Belt","Tracking",0.45,354,0.045,8,4.6,20552.08503,1.6,4920,9486.02187965003,1620.06684965003
"7195","Black Belt","Tracking",0.45,354,0.045,9,4.6,23050.23003,1.5,4612.5,11984.16687965,1043.21184965003
"7196","Black Belt","Tracking",0.45,354,0.045,6,6.4,16709.50503,2,6150,3065.37370081393,1349.41867081393
"7197","Black Belt","Tracking",0.45,354,0.045,7,6.4,19245.79503,1.8,5535,5601.66370081393,810.708670813927
"7198","Black Belt","Tracking",0.45,354,0.045,8,6.4,22666.44003,1.7,5227.5,9022.30870081393,1156.35367081393
"7199","Black Belt","Tracking",0.45,354,0.045,9,6.4,25472.08503,1.6,4920,11827.9537008139,886.998670813928
"7200","Black Belt","Tracking",0.45,354,0.045,7,8.2,21052.65003,1.9,5842.5,4830.45052197782,39.4954919778193
"7201","Black Belt","Tracking",0.45,354,0.045,8,8.2,24780.79503,1.8,5535,8558.59552197782,692.640491977816
"7202","Black Belt","Tracking",0.45,354,0.045,9,8.2,27893.94003,1.7,5227.5,11671.7405219778,730.785491977816
"7203","Central","Fixed",0.45,354,0.045,5,4.6,10559.50503,2,6150,-544.738058206318,814.306911793681
"7204","Central","Fixed",0.45,354,0.045,6,4.6,13710.79503,1.8,5535,2606.55194179368,890.596911793682
"7205","Central","Fixed",0.45,354,0.045,7,4.6,17438.94003,1.7,5227.5,6334.69694179368,1543.74191179368
"7206","Central","Fixed",0.45,354,0.045,8,4.6,20552.08503,1.6,4920,9447.84194179368,1581.88691179368
"7207","Central","Fixed",0.45,354,0.045,9,4.6,23050.23003,1.5,4612.5,11945.9869417937,1005.03191179368
"7208","Central","Fixed",0.45,354,0.045,6,6.4,16709.50503,2,6150,2091.78849453032,375.83346453032
"7209","Central","Fixed",0.45,354,0.045,7,6.4,21052.65003,1.9,5842.5,6434.93349453033,1643.97846453032
"7210","Central","Fixed",0.45,354,0.045,8,6.4,22666.44003,1.7,5227.5,8048.72349453032,182.768464530322
"7211","Central","Fixed",0.45,354,0.045,9,6.4,27893.94003,1.7,5227.5,13276.2234945303,2335.26846453032
"7212","Central","Fixed",0.45,354,0.045,9,8.2,32737.65003,1.9,5842.5,11549.281852895,608.326822894949
"7213","Central","Tracking",0.45,354,0.045,5,4.6,10559.50503,2,6150,-783.038120349969,576.00684965003
"7214","Central","Tracking",0.45,354,0.045,6,4.6,13710.79503,1.8,5535,2368.25187965003,652.296849650031
"7215","Central","Tracking",0.45,354,0.045,7,4.6,17438.94003,1.7,5227.5,6096.39687965003,1305.44184965003
"7216","Central","Tracking",0.45,354,0.045,8,4.6,20552.08503,1.6,4920,9209.54187965003,1343.58684965003
"7217","Central","Tracking",0.45,354,0.045,9,4.6,23050.23003,1.5,4612.5,11707.68687965,766.731849650032
"7218","Central","Tracking",0.45,354,0.045,6,6.4,16709.50503,2,6150,2788.89370081393,1072.93867081393
"7219","Central","Tracking",0.45,354,0.045,7,6.4,19245.79503,1.8,5535,5325.18370081393,534.228670813927
"7220","Central","Tracking",0.45,354,0.045,8,6.4,22666.44003,1.7,5227.5,8745.82870081393,879.873670813928
"7221","Central","Tracking",0.45,354,0.045,9,6.4,25472.08503,1.6,4920,11551.4737008139,610.518670813928
"7222","Central","Tracking",0.45,354,0.045,7,8.2,22859.50503,2,6150,6360.82552197781,1569.87049197781
"7223","Central","Tracking",0.45,354,0.045,8,8.2,24780.79503,1.8,5535,8282.11552197782,416.160491977815
"7224","Central","Tracking",0.45,354,0.045,9,8.2,27893.94003,1.7,5227.5,11395.2605219778,454.305491977815
"7225","Northern","Fixed",0.45,354,0.045,5,4.6,10559.50503,2,6150,-919.228058206318,439.816911793681
"7226","Northern","Fixed",0.45,354,0.045,6,4.6,13710.79503,1.8,5535,2232.06194179368,516.106911793682
"7227","Northern","Fixed",0.45,354,0.045,7,4.6,17438.94003,1.7,5227.5,5960.20694179368,1169.25191179368
"7228","Northern","Fixed",0.45,354,0.045,8,4.6,20552.08503,1.6,4920,9073.35194179368,1207.39691179368
"7229","Northern","Fixed",0.45,354,0.045,9,4.6,23050.23003,1.5,4612.5,11571.4969417937,630.541911793684
"7230","Northern","Fixed",0.45,354,0.045,6,6.4,16709.50503,2,6150,1717.29849453032,1.34346453032049
"7231","Northern","Fixed",0.45,354,0.045,7,6.4,21052.65003,1.9,5842.5,6060.44349453033,1269.48846453032
"7232","Northern","Fixed",0.45,354,0.045,8,6.4,24780.79503,1.8,5535,9788.58849453032,1922.63346453032
"7233","Northern","Fixed",0.45,354,0.045,9,6.4,27893.94003,1.7,5227.5,12901.7334945303,1960.77846453032
"7234","Northern","Fixed",0.45,354,0.045,9,8.2,32737.65003,1.9,5842.5,11174.7918528949,233.836822894948
"7235","Northern","Tracking",0.45,354,0.045,5,4.6,10559.50503,2,6150,-1343.73812034997,15.3068496500291
"7236","Northern","Tracking",0.45,354,0.045,6,4.6,13710.79503,1.8,5535,1807.55187965003,91.59684965003
"7237","Northern","Tracking",0.45,354,0.045,7,4.6,17438.94003,1.7,5227.5,5535.69687965003,744.74184965003
"7238","Northern","Tracking",0.45,354,0.045,8,4.6,20552.08503,1.6,4920,8648.84187965003,782.886849650031
"7239","Northern","Tracking",0.45,354,0.045,9,4.6,23050.23003,1.5,4612.5,11146.98687965,206.031849650031
"7240","Northern","Tracking",0.45,354,0.045,6,6.4,16709.50503,2,6150,2228.19370081393,512.238670813926
"7241","Northern","Tracking",0.45,354,0.045,7,6.4,21052.65003,1.9,5842.5,6571.33870081393,1780.38367081393
"7242","Northern","Tracking",0.45,354,0.045,8,6.4,22666.44003,1.7,5227.5,8185.12870081393,319.173670813927
"7243","Northern","Tracking",0.45,354,0.045,9,6.4,25472.08503,1.6,4920,10990.7737008139,49.8186708139274
"7244","Northern","Tracking",0.45,354,0.045,7,8.2,22859.50503,2,6150,5800.12552197782,1009.17049197782
"7245","Northern","Tracking",0.45,354,0.045,8,8.2,26895.15003,1.9,5842.5,9835.77052197782,1969.81549197782
"7246","Northern","Tracking",0.45,354,0.045,9,8.2,30315.79503,1.8,5535,13256.4155219778,2315.46049197782
"7247","Southern","Fixed",0.45,354,0.045,5,4.6,10559.50503,2,6150,-211.423058206319,1147.62191179368
"7248","Southern","Fixed",0.45,354,0.045,6,4.6,13710.79503,1.8,5535,2939.86694179368,1223.91191179368
"7249","Southern","Fixed",0.45,354,0.045,7,4.6,15632.08503,1.6,4920,4861.15694179368,70.2019117936816
"7250","Southern","Fixed",0.45,354,0.045,8,4.6,20552.08503,1.6,4920,9781.15694179368,1915.20191179368
"7251","Southern","Fixed",0.45,354,0.045,9,4.6,23050.23003,1.5,4612.5,12279.3019417937,1338.34691179368
"7252","Southern","Fixed",0.45,354,0.045,6,6.4,16709.50503,2,6150,2425.10349453032,709.148464530319
"7253","Southern","Fixed",0.45,354,0.045,7,6.4,19245.79503,1.8,5535,4961.39349453032,170.43846453032
"7254","Southern","Fixed",0.45,354,0.045,8,6.4,22666.44003,1.7,5227.5,8382.03849453032,516.08346453032
"7255","Southern","Fixed",0.45,354,0.045,9,6.4,25472.08503,1.6,4920,11187.6834945303,246.728464530321
"7256","Southern","Fixed",0.45,354,0.045,8,8.2,29009.50503,2,6150,8154.45185289494,288.49682289494
"7257","Southern","Fixed",0.45,354,0.045,9,8.2,32737.65003,1.9,5842.5,11882.5968528949,941.641822894944
"7258","Southern","Tracking",0.45,354,0.045,5,4.6,10559.50503,2,6150,-335.918120349968,1023.12684965003
"7259","Southern","Tracking",0.45,354,0.045,6,4.6,13710.79503,1.8,5535,2815.37187965003,1099.41684965003
"7260","Southern","Tracking",0.45,354,0.045,7,4.6,17438.94003,1.7,5227.5,6543.51687965003,1752.56184965003
"7261","Southern","Tracking",0.45,354,0.045,8,4.6,20552.08503,1.6,4920,9656.66187965003,1790.70684965003
"7262","Southern","Tracking",0.45,354,0.045,9,4.6,23050.23003,1.5,4612.5,12154.80687965,1213.85184965003
"7263","Southern","Tracking",0.45,354,0.045,6,6.4,15210.15003,1.9,5842.5,1736.65870081393,20.7036708139312
"7264","Southern","Tracking",0.45,354,0.045,7,6.4,19245.79503,1.8,5535,5772.30370081393,981.348670813928
"7265","Southern","Tracking",0.45,354,0.045,8,6.4,22666.44003,1.7,5227.5,9192.94870081393,1326.99367081393
"7266","Southern","Tracking",0.45,354,0.045,9,6.4,25472.08503,1.6,4920,11998.5937008139,1057.63867081393
"7267","Southern","Tracking",0.45,354,0.045,7,8.2,21052.65003,1.9,5842.5,5001.09052197782,210.13549197782
"7268","Southern","Tracking",0.45,354,0.045,8,8.2,24780.79503,1.8,5535,8729.23552197782,863.280491977817
"7269","Southern","Tracking",0.45,354,0.045,9,8.2,27893.94003,1.7,5227.5,11842.3805219778,901.425491977818
"7270","Black Belt","Fixed",0.5,413,0.045,6,4.6,15210.15003,1.9,5842.5,2540.34976042596,824.39473042596
"7271","Black Belt","Fixed",0.5,413,0.045,7,4.6,19245.79503,1.8,5535,6575.99476042596,1785.03973042596
"7272","Black Belt","Fixed",0.5,413,0.045,8,4.6,20552.08503,1.6,4920,7882.28476042596,16.3297304259577
"7273","Black Belt","Fixed",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,12802.284760426,1861.32973042596
"7274","Black Belt","Fixed",0.5,413,0.045,7,6.4,22859.50503,2,6150,6090.65240528537,1299.69737528537
"7275","Black Belt","Fixed",0.5,413,0.045,8,6.4,24780.79503,1.8,5535,8011.94240528538,145.987375285375
"7276","Black Belt","Fixed",0.5,413,0.045,9,6.4,27893.94003,1.7,5227.5,11125.0874052854,184.132375285375
"7277","Black Belt","Tracking",0.5,413,0.045,6,4.6,15210.15003,1.9,5842.5,2299.66802125837,583.712991258373
"7278","Black Belt","Tracking",0.5,413,0.045,7,4.6,19245.79503,1.8,5535,6335.31302125837,1544.35799125837
"7279","Black Belt","Tracking",0.5,413,0.045,8,4.6,22666.44003,1.7,5227.5,9755.95802125837,1890.00299125837
"7280","Black Belt","Tracking",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,12561.6030212584,1620.64799125837
"7281","Black Belt","Tracking",0.5,413,0.045,7,6.4,21052.65003,1.9,5842.5,5134.42181261626,343.466782616255
"7282","Black Belt","Tracking",0.5,413,0.045,8,6.4,24780.79503,1.8,5535,8862.56681261625,996.611782616252
"7283","Black Belt","Tracking",0.5,413,0.045,9,6.4,27893.94003,1.7,5227.5,11975.7118126163,1034.75678261625
"7284","Black Belt","Tracking",0.5,413,0.045,8,8.2,26895.15003,1.9,5842.5,7969.17560397413,103.220573974129
"7285","Black Belt","Tracking",0.5,413,0.045,9,8.2,30315.79503,1.8,5535,11389.8206039741,448.865573974126
"7286","Central","Fixed",0.5,413,0.045,6,4.6,15210.15003,1.9,5842.5,2255.22976042596,539.274730425961
"7287","Central","Fixed",0.5,413,0.045,7,4.6,19245.79503,1.8,5535,6290.87476042596,1499.91973042596
"7288","Central","Fixed",0.5,413,0.045,8,4.6,22666.44003,1.7,5227.5,9711.51976042596,1845.56473042596
"7289","Central","Fixed",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,12517.164760426,1576.20973042596
"7290","Central","Fixed",0.5,413,0.045,7,6.4,22859.50503,2,6150,5805.53240528538,1014.57737528537
"7291","Central","Fixed",0.5,413,0.045,8,6.4,26895.15003,1.9,5842.5,9841.17740528538,1975.22237528538
"7292","Central","Fixed",0.5,413,0.045,9,6.4,30315.79503,1.8,5535,13261.8224052854,2320.86737528538
"7293","Central","Tracking",0.5,413,0.045,6,4.6,15210.15003,1.9,5842.5,1977.19802125837,261.242991258372
"7294","Central","Tracking",0.5,413,0.045,7,4.6,19245.79503,1.8,5535,6012.84302125837,1221.88799125837
"7295","Central","Tracking",0.5,413,0.045,8,4.6,22666.44003,1.7,5227.5,9433.48802125837,1567.53299125837
"7296","Central","Tracking",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,12239.1330212584,1298.17799125837
"7297","Central","Tracking",0.5,413,0.045,7,6.4,21052.65003,1.9,5842.5,4811.95181261625,20.9967826162538
"7298","Central","Tracking",0.5,413,0.045,8,6.4,24780.79503,1.8,5535,8540.09681261625,674.141782616251
"7299","Central","Tracking",0.5,413,0.045,9,6.4,27893.94003,1.7,5227.5,11653.2418126163,712.286782616251
"7300","Central","Tracking",0.5,413,0.045,8,8.2,29009.50503,2,6150,9761.06060397413,1895.10557397412
"7301","Central","Tracking",0.5,413,0.045,9,8.2,30315.79503,1.8,5535,11067.3506039741,126.395573974125
"7302","Northern","Fixed",0.5,413,0.045,6,4.6,15210.15003,1.9,5842.5,1818.32476042596,102.36973042596
"7303","Northern","Fixed",0.5,413,0.045,7,4.6,19245.79503,1.8,5535,5853.96976042596,1063.01473042596
"7304","Northern","Fixed",0.5,413,0.045,8,4.6,22666.44003,1.7,5227.5,9274.61476042596,1408.65973042596
"7305","Northern","Fixed",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,12080.259760426,1139.30473042596
"7306","Northern","Fixed",0.5,413,0.045,7,6.4,22859.50503,2,6150,5368.62740528538,577.672375285376
"7307","Northern","Fixed",0.5,413,0.045,8,6.4,26895.15003,1.9,5842.5,9404.27240528538,1538.31737528538
"7308","Northern","Fixed",0.5,413,0.045,9,6.4,30315.79503,1.8,5535,12824.9174052854,1883.96237528538
"7309","Northern","Tracking",0.5,413,0.045,6,4.6,16709.50503,2,6150,2822.38802125837,1106.43299125837
"7310","Northern","Tracking",0.5,413,0.045,7,4.6,19245.79503,1.8,5535,5358.67802125837,567.72299125837
"7311","Northern","Tracking",0.5,413,0.045,8,4.6,22666.44003,1.7,5227.5,8779.32302125837,913.36799125837
"7312","Northern","Tracking",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,11584.9680212584,644.012991258371
"7313","Northern","Tracking",0.5,413,0.045,7,6.4,22859.50503,2,6150,5964.64181261625,1173.68678261625
"7314","Northern","Tracking",0.5,413,0.045,8,6.4,24780.79503,1.8,5535,7885.93181261625,19.9767826162533
"7315","Northern","Tracking",0.5,413,0.045,9,6.4,27893.94003,1.7,5227.5,10999.0768126163,58.1217826162538
"7316","Northern","Tracking",0.5,413,0.045,8,8.2,29009.50503,2,6150,9106.89560397412,1240.94057397412
"7317","Northern","Tracking",0.5,413,0.045,9,8.2,32737.65003,1.9,5842.5,12835.0406039741,1894.08557397413
"7318","Southern","Fixed",0.5,413,0.045,6,4.6,15210.15003,1.9,5842.5,2644.11976042596,928.16473042596
"7319","Southern","Fixed",0.5,413,0.045,7,4.6,17438.94003,1.7,5227.5,4872.90976042596,81.9547304259577
"7320","Southern","Fixed",0.5,413,0.045,8,4.6,20552.08503,1.6,4920,7986.05476042596,120.099730425958
"7321","Southern","Fixed",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,12906.054760426,1965.09973042596
"7322","Southern","Fixed",0.5,413,0.045,7,6.4,22859.50503,2,6150,6194.42240528538,1403.46737528537
"7323","Southern","Fixed",0.5,413,0.045,8,6.4,24780.79503,1.8,5535,8115.71240528538,249.757375285375
"7324","Southern","Fixed",0.5,413,0.045,9,6.4,27893.94003,1.7,5227.5,11228.8574052854,287.902375285375
"7325","Southern","Tracking",0.5,413,0.045,6,4.6,15210.15003,1.9,5842.5,2498.74802125837,782.792991258373
"7326","Southern","Tracking",0.5,413,0.045,7,4.6,19245.79503,1.8,5535,6534.39302125837,1743.43799125837
"7327","Southern","Tracking",0.5,413,0.045,8,4.6,22666.44003,1.7,5227.5,9955.03802125837,2089.08299125837
"7328","Southern","Tracking",0.5,413,0.045,9,4.6,25472.08503,1.6,4920,12760.6830212584,1819.72799125837
"7329","Southern","Tracking",0.5,413,0.045,7,6.4,21052.65003,1.9,5842.5,5333.50181261626,542.546782616255
"7330","Southern","Tracking",0.5,413,0.045,8,6.4,24780.79503,1.8,5535,9061.64681261625,1195.69178261625
"7331","Southern","Tracking",0.5,413,0.045,9,6.4,27893.94003,1.7,5227.5,12174.7918126163,1233.83678261625
"7332","Southern","Tracking",0.5,413,0.045,8,8.2,26895.15003,1.9,5842.5,8168.25560397413,302.300573974131
"7333","Southern","Tracking",0.5,413,0.045,9,8.2,30315.79503,1.8,5535,11588.9006039741,647.945573974128
"7334","Black Belt","Fixed",0.55,472,0.045,6,4.6,16709.50503,2,6150,2229.79757905824,513.842549058239
"7335","Black Belt","Fixed",0.55,472,0.045,7,4.6,21052.65003,1.9,5842.5,6572.94257905824,1781.98754905824
"7336","Black Belt","Fixed",0.55,472,0.045,8,4.6,22666.44003,1.7,5227.5,8186.73257905824,320.777549058241
"7337","Black Belt","Fixed",0.55,472,0.045,9,4.6,25472.08503,1.6,4920,10992.3775790582,51.4225490582412
"7338","Black Belt","Fixed",0.55,472,0.045,8,6.4,29009.50503,2,6150,9845.16631604043,1979.21128604043
"7339","Black Belt","Fixed",0.55,472,0.045,9,6.4,30315.79503,1.8,5535,11151.4563160404,210.501286040428
"7340","Black Belt","Tracking",0.55,472,0.045,6,4.6,16709.50503,2,6150,1954.64916286671,238.694132866705
"7341","Black Belt","Tracking",0.55,472,0.045,7,4.6,21052.65003,1.9,5842.5,6297.79416286671,1506.83913286671
"7342","Black Belt","Tracking",0.55,472,0.045,8,4.6,22666.44003,1.7,5227.5,7911.58416286671,45.6291328667066
"7343","Black Belt","Tracking",0.55,472,0.045,9,4.6,27893.94003,1.7,5227.5,13139.0841628667,2198.12913286671
"7344","Black Belt","Tracking",0.55,472,0.045,8,6.4,26895.15003,1.9,5842.5,8702.86992441857,836.914894418569
"7345","Black Belt","Tracking",0.55,472,0.045,9,6.4,30315.79503,1.8,5535,12123.5149244186,1182.55989441857
"7346","Black Belt","Tracking",0.55,472,0.045,9,8.2,32737.65003,1.9,5842.5,11107.9456859704,166.990655970429
"7347","Central","Fixed",0.55,472,0.045,6,4.6,16709.50503,2,6150,1903.90757905824,187.952549058238
"7348","Central","Fixed",0.55,472,0.045,7,4.6,21052.65003,1.9,5842.5,6247.05257905824,1456.09754905824
"7349","Central","Fixed",0.55,472,0.045,8,4.6,24780.79503,1.8,5535,9975.19757905824,2109.24254905824
"7350","Central","Fixed",0.55,472,0.045,9,4.6,27893.94003,1.7,5227.5,13088.3425790582,2147.38754905824
"7351","Central","Fixed",0.55,472,0.045,8,6.4,29009.50503,2,6150,9519.27631604042,1653.32128604042
"7352","Central","Fixed",0.55,472,0.045,9,6.4,32737.65003,1.9,5842.5,13247.4213160404,2306.46628604043
"7353","Central","Tracking",0.55,472,0.045,7,4.6,21052.65003,1.9,5842.5,5929.19916286671,1138.24413286671
"7354","Central","Tracking",0.55,472,0.045,8,4.6,24780.79503,1.8,5535,9657.34416286671,1791.38913286671
"7355","Central","Tracking",0.55,472,0.045,9,4.6,27893.94003,1.7,5227.5,12770.4891628667,1829.53413286671
"7356","Central","Tracking",0.55,472,0.045,8,6.4,26895.15003,1.9,5842.5,8334.27492441857,468.319894418571
"7357","Central","Tracking",0.55,472,0.045,9,6.4,30315.79503,1.8,5535,11754.9199244186,813.964894418568
"7358","Central","Tracking",0.55,472,0.045,9,8.2,35159.50503,2,6150,13161.2056859704,2220.25065597043
"7359","Northern","Fixed",0.55,472,0.045,7,4.6,21052.65003,1.9,5842.5,5747.77757905824,956.822549058243
"7360","Northern","Fixed",0.55,472,0.045,8,4.6,24780.79503,1.8,5535,9475.92257905824,1609.96754905824
"7361","Northern","Fixed",0.55,472,0.045,9,4.6,27893.94003,1.7,5227.5,12589.0675790582,1648.11254905824
"7362","Northern","Fixed",0.55,472,0.045,8,6.4,29009.50503,2,6150,9020.00131604043,1154.04628604043
"7363","Northern","Fixed",0.55,472,0.045,9,6.4,32737.65003,1.9,5842.5,12748.1463160404,1807.19128604043
"7364","Northern","Tracking",0.55,472,0.045,7,4.6,21052.65003,1.9,5842.5,5181.61416286671,390.659132866711
"7365","Northern","Tracking",0.55,472,0.045,8,4.6,24780.79503,1.8,5535,8909.75916286671,1043.80413286671
"7366","Northern","Tracking",0.55,472,0.045,9,4.6,27893.94003,1.7,5227.5,12022.9041628667,1081.94913286671
"7367","Northern","Tracking",0.55,472,0.045,8,6.4,29009.50503,2,6150,9701.04492441857,1835.08989441856
"7368","Northern","Tracking",0.55,472,0.045,9,6.4,30315.79503,1.8,5535,11007.3349244186,66.3798944185655
"7369","Northern","Tracking",0.55,472,0.045,9,8.2,35159.50503,2,6150,12413.6206859704,1472.66565597042
"7370","Southern","Fixed",0.55,472,0.045,6,4.6,16709.50503,2,6150,2348.37257905824,632.417549058238
"7371","Southern","Fixed",0.55,472,0.045,7,4.6,19245.79503,1.8,5535,4884.66257905824,93.7075490582392
"7372","Southern","Fixed",0.55,472,0.045,8,4.6,22666.44003,1.7,5227.5,8305.30757905824,439.35254905824
"7373","Southern","Fixed",0.55,472,0.045,9,4.6,25472.08503,1.6,4920,11110.9525790582,169.99754905824
"7374","Southern","Fixed",0.55,472,0.045,8,6.4,29009.50503,2,6150,9963.74131604042,2097.78628604042
"7375","Southern","Fixed",0.55,472,0.045,9,6.4,30315.79503,1.8,5535,11270.0313160404,329.076286040425
"7376","Southern","Tracking",0.55,472,0.045,6,4.6,16709.50503,2,6150,2182.16916286671,466.214132866706
"7377","Southern","Tracking",0.55,472,0.045,7,4.6,21052.65003,1.9,5842.5,6525.31416286671,1734.35913286671
"7378","Southern","Tracking",0.55,472,0.045,8,4.6,22666.44003,1.7,5227.5,8139.10416286671,273.149132866707
"7379","Southern","Tracking",0.55,472,0.045,9,4.6,25472.08503,1.6,4920,10944.7491628667,3.79413286670751
"7380","Southern","Tracking",0.55,472,0.045,7,6.4,22859.50503,2,6150,4894.74492441857,103.789894418565
"7381","Southern","Tracking",0.55,472,0.045,8,6.4,26895.15003,1.9,5842.5,8930.38992441857,1064.43489441857
"7382","Southern","Tracking",0.55,472,0.045,9,6.4,30315.79503,1.8,5535,12351.0349244186,1410.07989441857
"7383","Southern","Tracking",0.55,472,0.045,9,8.2,32737.65003,1.9,5842.5,11335.4656859704,394.510655970429
"7384","Black Belt","Fixed",0.6,531,0.045,7,4.6,22859.50503,2,6150,6569.89039769052,1778.93536769052
"7385","Black Belt","Fixed",0.6,531,0.045,8,4.6,24780.79503,1.8,5535,8491.18039769052,625.225367690524
"7386","Black Belt","Fixed",0.6,531,0.045,9,4.6,27893.94003,1.7,5227.5,11604.3253976905,663.370367690524
"7387","Black Belt","Fixed",0.6,531,0.045,9,6.4,32737.65003,1.9,5842.5,11177.8252267955,236.870196795484
"7388","Black Belt","Tracking",0.6,531,0.045,7,4.6,22859.50503,2,6150,6260.23030447505,1469.27527447505
"7389","Black Belt","Tracking",0.6,531,0.045,8,4.6,24780.79503,1.8,5535,8181.52030447505,315.565274475048
"7390","Black Belt","Tracking",0.6,531,0.045,9,4.6,27893.94003,1.7,5227.5,11294.665304475,353.710274475048
"7391","Black Belt","Tracking",0.6,531,0.045,8,6.4,29009.50503,2,6150,8543.1280362209,677.173006220895
"7392","Black Belt","Tracking",0.6,531,0.045,9,6.4,32737.65003,1.9,5842.5,12271.2730362209,1330.3180062209
"7393","Central","Fixed",0.6,531,0.045,7,4.6,22859.50503,2,6150,6203.27539769052,1412.32036769052
"7394","Central","Fixed",0.6,531,0.045,8,4.6,24780.79503,1.8,5535,8124.56539769052,258.610367690522
"7395","Central","Fixed",0.6,531,0.045,9,4.6,27893.94003,1.7,5227.5,11237.7103976905,296.755367690523
"7396","Central","Fixed",0.6,531,0.045,9,6.4,35159.50503,2,6150,13233.0652267955,2292.11019679548
"7397","Central","Tracking",0.6,531,0.045,7,4.6,22859.50503,2,6150,5845.60030447505,1054.64527447505
"7398","Central","Tracking",0.6,531,0.045,8,4.6,26895.15003,1.9,5842.5,9881.24530447505,2015.29027447505
"7399","Central","Tracking",0.6,531,0.045,9,4.6,30315.79503,1.8,5535,13301.890304475,2360.93527447505
"7400","Central","Tracking",0.6,531,0.045,8,6.4,29009.50503,2,6150,8128.4980362209,262.543006220894
"7401","Central","Tracking",0.6,531,0.045,9,6.4,32737.65003,1.9,5842.5,11856.6430362209,915.688006220898
"7402","Northern","Fixed",0.6,531,0.045,7,4.6,22859.50503,2,6150,5641.58539769052,850.630367690519
"7403","Northern","Fixed",0.6,531,0.045,8,4.6,26895.15003,1.9,5842.5,9677.23039769052,1811.27536769052
"7404","Northern","Fixed",0.6,531,0.045,9,4.6,30315.79503,1.8,5535,13097.8753976905,2156.92036769052
"7405","Northern","Fixed",0.6,531,0.045,9,6.4,35159.50503,2,6150,12671.3752267955,1730.42019679548
"7406","Northern","Tracking",0.6,531,0.045,7,4.6,22859.50503,2,6150,5004.55030447505,213.595274475047
"7407","Northern","Tracking",0.6,531,0.045,8,4.6,26895.15003,1.9,5842.5,9040.19530447505,1174.24027447505
"7408","Northern","Tracking",0.6,531,0.045,9,4.6,30315.79503,1.8,5535,12460.840304475,1519.88527447505
"7409","Northern","Tracking",0.6,531,0.045,9,6.4,32737.65003,1.9,5842.5,11015.5930362209,74.6380062208991
"7410","Southern","Fixed",0.6,531,0.045,7,4.6,21052.65003,1.9,5842.5,4896.41539769053,105.460367690524
"7411","Southern","Fixed",0.6,531,0.045,8,4.6,24780.79503,1.8,5535,8624.56039769052,758.605367690521
"7412","Southern","Fixed",0.6,531,0.045,9,4.6,27893.94003,1.7,5227.5,11737.7053976905,796.750367690522
"7413","Southern","Fixed",0.6,531,0.045,9,6.4,32737.65003,1.9,5842.5,11311.2052267955,370.250196795481
"7414","Southern","Tracking",0.6,531,0.045,7,4.6,22859.50503,2,6150,6516.19030447505,1725.23527447505
"7415","Southern","Tracking",0.6,531,0.045,8,4.6,24780.79503,1.8,5535,8437.48030447505,571.525274475047
"7416","Southern","Tracking",0.6,531,0.045,9,4.6,27893.94003,1.7,5227.5,11550.625304475,609.670274475047
"7417","Southern","Tracking",0.6,531,0.045,8,6.4,29009.50503,2,6150,8799.0880362209,933.133006220894
"7418","Southern","Tracking",0.6,531,0.045,9,6.4,32737.65003,1.9,5842.5,12527.2330362209,1586.2780062209
"7419","Southern","Tracking",0.6,531,0.045,9,8.2,35159.50503,2,6150,11081.9857679667,141.030737966728
"7420","Black Belt","Fixed",0.65,531,0.045,7,4.6,22859.50503,2,6150,6569.89039769052,1778.93536769052
"7421","Black Belt","Fixed",0.65,531,0.045,8,4.6,24780.79503,1.8,5535,8491.18039769052,625.225367690524
"7422","Black Belt","Fixed",0.65,531,0.045,9,4.6,27893.94003,1.7,5227.5,11604.3253976905,663.370367690524
"7423","Black Belt","Fixed",0.65,531,0.045,9,6.4,32737.65003,1.9,5842.5,11177.8252267955,236.870196795484
"7424","Black Belt","Tracking",0.65,531,0.045,7,4.6,22859.50503,2,6150,6260.23030447505,1469.27527447505
"7425","Black Belt","Tracking",0.65,531,0.045,8,4.6,24780.79503,1.8,5535,8181.52030447505,315.565274475048
"7426","Black Belt","Tracking",0.65,531,0.045,9,4.6,27893.94003,1.7,5227.5,11294.665304475,353.710274475048
"7427","Black Belt","Tracking",0.65,531,0.045,8,6.4,29009.50503,2,6150,8543.1280362209,677.173006220895
"7428","Black Belt","Tracking",0.65,531,0.045,9,6.4,32737.65003,1.9,5842.5,12271.2730362209,1330.3180062209
"7429","Central","Fixed",0.65,531,0.045,7,4.6,22859.50503,2,6150,6203.27539769052,1412.32036769052
"7430","Central","Fixed",0.65,531,0.045,8,4.6,24780.79503,1.8,5535,8124.56539769052,258.610367690522
"7431","Central","Fixed",0.65,531,0.045,9,4.6,27893.94003,1.7,5227.5,11237.7103976905,296.755367690523
