"","0.00%_Fixed_4.6","0.00%_Fixed_6.4","0.00%_Fixed_8.2","0.00%_Tracking_4.6","0.00%_Tracking_6.4","0.00%_Tracking_8.2","0.25%_Fixed_4.6","0.25%_Fixed_6.4","0.25%_Fixed_8.2","0.25%_Tracking_4.6","0.25%_Tracking_6.4","0.25%_Tracking_8.2","0.50%_Fixed_4.6","0.50%_Fixed_6.4","0.50%_Fixed_8.2","0.50%_Tracking_4.6","0.50%_Tracking_6.4","0.50%_Tracking_8.2","0.75%_Fixed_4.6","0.75%_Fixed_6.4","0.75%_Fixed_8.2","0.75%_Tracking_4.6","0.75%_Tracking_6.4","0.75%_Tracking_8.2","1.00%_Fixed_4.6","1.00%_Fixed_6.4","1.00%_Fixed_8.2","1.00%_Tracking_4.6","1.00%_Tracking_6.4","1.00%_Tracking_8.2"
"0.06_3_0.7_Black Belt",-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-1819.81,-1821.35,-1824.24,-659.44,-660.58,-661.71,8068.77,8065.16,8058.43,10778.38,10775.74,10773.1,17959.53,17953.87,17943.29,22216.95,22212.8,22208.65,27850.24,27842.52,27828.09,33655.5,33649.83,33644.17
"0.01_6_0.7_Black Belt",-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-1553.46,-1555,-1557.89,-1360.77,-1361.9,-1363.03,83.99,80.39,73.65,533.96,531.31,528.67,1721.81,1716.15,1705.56,2428.8,2424.65,2420.5,3359.61,3351.89,3337.46,4323.65,4317.98,4312.32
"0.03_6_0.7_Black Belt",-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,923,921.46,918.57,1502.76,1501.63,1500.5,5860.9,5857.3,5850.56,7214.73,7212.08,7209.44,10799.9,10794.24,10783.65,12927.06,12922.91,12918.76,15738.86,15731.14,15716.71,18639.39,18633.72,18628.06
"0.06_6_0.7_Black Belt",-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,4637.69,4636.15,4633.26,5798.06,5796.92,5795.79,14526.27,14522.66,14515.93,17235.88,17233.24,17230.6,24417.03,24411.37,24400.79,28674.45,28670.3,28666.15,34307.74,34300.02,34285.59,40113,40107.33,40101.67
"0.01_9_0.7_Black Belt",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,4904.04,4902.5,4899.61,5096.73,5095.6,5094.47,6541.49,6537.89,6531.15,6991.46,6988.81,6986.17,8179.31,8173.65,8163.06,8886.3,8882.15,8878,9817.11,9809.39,9794.96,10781.15,10775.48,10769.82
"0.03_9_0.7_Black Belt",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,7380.5,7378.96,7376.07,7960.26,7959.13,7958,12318.4,12314.8,12308.06,13672.23,13669.58,13666.94,17257.4,17251.74,17241.15,19384.56,19380.41,19376.26,22196.36,22188.64,22174.21,25096.89,25091.22,25085.56
"0.06_9_0.7_Black Belt",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,11095.19,11093.65,11090.76,12255.56,12254.42,12253.29,20983.77,20980.16,20973.43,23693.38,23690.74,23688.1,30874.53,30868.87,30858.29,35131.95,35127.8,35123.65,40765.24,40757.52,40743.09,46570.5,46564.83,46559.17
"0.01_3_1.0_Black Belt",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-6280.4,-6281.94,-6284.83,-6087.7,-6088.84,-6089.97,-4642.94,-4646.55,-4653.28,-4192.98,-4195.62,-4198.26,-3005.13,-3010.79,-3021.37,-2298.13,-2302.28,-2306.44,-1367.32,-1375.04,-1389.47,-403.29,-408.95,-414.61
"0.03_3_1.0_Black Belt",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-3803.94,-3805.48,-3808.37,-3224.17,-3225.31,-3226.44,1133.97,1130.36,1123.63,2487.79,2485.15,2482.51,6072.96,6067.3,6056.72,8200.13,8195.98,8191.82,11011.93,11004.21,10989.78,13912.45,13906.79,13901.13
"0.06_3_1.0_Black Belt",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-89.25,-90.79,-93.68,1071.12,1069.99,1068.86,9799.33,9795.73,9788.99,12508.95,12506.3,12503.66,19690.1,19684.44,19673.85,23947.52,23943.37,23939.21,29580.8,29573.08,29558.65,35386.06,35380.4,35374.74
"0.01_6_1.0_Black Belt",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,2944.6,2943.06,2940.17,3137.3,3136.16,3135.03,4582.06,4578.45,4571.72,5032.02,5029.38,5026.74,6219.87,6214.21,6203.63,6926.87,6922.72,6918.56,7857.68,7849.96,7835.53,8821.71,8816.05,8810.39
"0.03_6_1.0_Black Belt",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,5421.06,5419.52,5416.63,6000.83,5999.69,5998.56,10358.97,10355.36,10348.63,11712.79,11710.15,11707.51,15297.96,15292.3,15281.72,17425.13,17420.98,17416.82,20236.93,20229.21,20214.78,23137.45,23131.79,23126.13
"0.06_6_1.0_Black Belt",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,9135.75,9134.21,9131.32,10296.12,10294.99,10293.86,19024.33,19020.73,19013.99,21733.95,21731.3,21728.66,28915.1,28909.44,28898.85,33172.52,33168.37,33164.21,38805.8,38798.08,38783.65,44611.06,44605.4,44599.74
"0.01_9_1.0_Black Belt",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,12169.6,12168.06,12165.17,12362.3,12361.16,12360.03,13807.06,13803.45,13796.72,14257.02,14254.38,14251.74,15444.87,15439.21,15428.63,16151.87,16147.72,16143.56,17082.68,17074.96,17060.53,18046.71,18041.05,18035.39
"0.03_9_1.0_Black Belt",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,14646.06,14644.52,14641.63,15225.83,15224.69,15223.56,19583.97,19580.36,19573.63,20937.79,20935.15,20932.51,24522.96,24517.3,24506.72,26650.13,26645.98,26641.82,29461.93,29454.21,29439.78,32362.45,32356.79,32351.13
"0.06_9_1.0_Black Belt",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,18360.75,18359.21,18356.32,19521.12,19519.99,19518.86,28249.33,28245.73,28238.99,30958.95,30956.3,30953.66,38140.1,38134.44,38123.85,42397.52,42393.37,42389.21,48030.8,48023.08,48008.65,53836.06,53830.4,53824.74
"0.01_3_1.2_Black Belt",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-5126.69,-5128.23,-5131.12,-4933.99,-4935.13,-4936.26,-3489.23,-3492.84,-3499.57,-3039.27,-3041.91,-3044.55,-1851.42,-1857.08,-1867.66,-1144.42,-1148.57,-1152.73,-213.61,-221.33,-235.76,750.42,744.76,739.1
"0.03_3_1.2_Black Belt",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-2650.23,-2651.77,-2654.66,-2070.46,-2071.6,-2072.73,2287.68,2284.07,2277.34,3641.5,3638.86,3636.22,7226.67,7221.01,7210.43,9353.84,9349.69,9345.53,12165.64,12157.92,12143.49,15066.16,15060.5,15054.84
"0.06_3_1.2_Black Belt",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,1064.46,1062.92,1060.03,2224.83,2223.7,2222.57,10953.04,10949.44,10942.7,13662.66,13660.01,13657.37,20843.81,20838.15,20827.56,25101.23,25097.08,25092.92,30734.51,30726.79,30712.36,36539.77,36534.11,36528.45
"0.01_6_1.2_Black Belt",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,5943.31,5941.77,5938.88,6136.01,6134.87,6133.74,7580.77,7577.16,7570.43,8030.73,8028.09,8025.45,9218.58,9212.92,9202.34,9925.58,9921.43,9917.27,10856.39,10848.67,10834.24,11820.42,11814.76,11809.1
"0.03_6_1.2_Black Belt",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,8419.77,8418.23,8415.34,8999.54,8998.4,8997.27,13357.68,13354.07,13347.34,14711.5,14708.86,14706.22,18296.67,18291.01,18280.43,20423.84,20419.69,20415.53,23235.64,23227.92,23213.49,26136.16,26130.5,26124.84
"0.06_6_1.2_Black Belt",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,12134.46,12132.92,12130.03,13294.83,13293.7,13292.57,22023.04,22019.44,22012.7,24732.66,24730.01,24727.37,31913.81,31908.15,31897.56,36171.23,36167.08,36162.92,41804.51,41796.79,41782.36,47609.77,47604.11,47598.45
"0.01_9_1.2_Black Belt",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,17013.31,17011.77,17008.88,17206.01,17204.87,17203.74,18650.77,18647.16,18640.43,19100.73,19098.09,19095.45,20288.58,20282.92,20272.34,20995.58,20991.43,20987.27,21926.39,21918.67,21904.24,22890.42,22884.76,22879.1
"0.03_9_1.2_Black Belt",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,19489.77,19488.23,19485.34,20069.54,20068.4,20067.27,24427.68,24424.07,24417.34,25781.5,25778.86,25776.22,29366.67,29361.01,29350.43,31493.84,31489.69,31485.53,34305.64,34297.92,34283.49,37206.16,37200.5,37194.84
"0.06_9_1.2_Black Belt",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,23204.46,23202.92,23200.03,24364.83,24363.7,24362.57,33093.04,33089.44,33082.7,35802.66,35800.01,35797.37,42983.81,42978.15,42967.56,47241.23,47237.08,47232.92,52874.51,52866.79,52852.36,58679.77,58674.11,58668.45
"0.01_3_1.5_Black Belt",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-3396.12,-3397.66,-3400.55,-3203.43,-3204.56,-3205.69,-1758.67,-1762.27,-1769.01,-1308.7,-1311.35,-1313.99,-120.85,-126.51,-137.1,586.14,581.99,577.84,1516.95,1509.23,1494.8,2480.99,2475.32,2469.66
"0.03_3_1.5_Black Belt",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-919.66,-921.2,-924.09,-339.9,-341.03,-342.16,4018.24,4014.64,4007.9,5372.07,5369.42,5366.78,8957.24,8951.58,8940.99,11084.4,11080.25,11076.1,13896.2,13888.48,13874.05,16796.73,16791.06,16785.4
"0.06_3_1.5_Black Belt",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,2795.03,2793.49,2790.6,3955.4,3954.26,3953.13,12683.61,12680,12673.27,15393.22,15390.58,15387.94,22574.37,22568.71,22558.13,26831.79,26827.64,26823.49,32465.08,32457.36,32442.93,38270.34,38264.67,38259.01
"0.01_6_1.5_Black Belt",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,10441.38,10439.84,10436.95,10634.07,10632.94,10631.81,12078.83,12075.23,12068.49,12528.8,12526.15,12523.51,13716.65,13710.99,13700.4,14423.64,14419.49,14415.34,15354.45,15346.73,15332.3,16318.49,16312.82,16307.16
"0.03_6_1.5_Black Belt",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,12917.84,12916.3,12913.41,13497.6,13496.47,13495.34,17855.74,17852.14,17845.4,19209.57,19206.92,19204.28,22794.74,22789.08,22778.49,24921.9,24917.75,24913.6,27733.7,27725.98,27711.55,30634.23,30628.56,30622.9
"0.06_6_1.5_Black Belt",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,16632.53,16630.99,16628.1,17792.9,17791.76,17790.63,26521.11,26517.5,26510.77,29230.72,29228.08,29225.44,36411.87,36406.21,36395.63,40669.29,40665.14,40660.99,46302.58,46294.86,46280.43,52107.84,52102.17,52096.51
"0.01_9_1.5_Black Belt",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,24278.88,24277.34,24274.45,24471.57,24470.44,24469.31,25916.33,25912.73,25905.99,26366.3,26363.65,26361.01,27554.15,27548.49,27537.9,28261.14,28256.99,28252.84,29191.95,29184.23,29169.8,30155.99,30150.32,30144.66
"0.03_9_1.5_Black Belt",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,26755.34,26753.8,26750.91,27335.1,27333.97,27332.84,31693.24,31689.64,31682.9,33047.07,33044.42,33041.78,36632.24,36626.58,36615.99,38759.4,38755.25,38751.1,41571.2,41563.48,41549.05,44471.73,44466.06,44460.4
"0.06_9_1.5_Black Belt",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,30470.03,30468.49,30465.6,31630.4,31629.26,31628.13,40358.61,40355,40348.27,43068.22,43065.58,43062.94,50249.37,50243.71,50233.13,54506.79,54502.64,54498.49,60140.08,60132.36,60117.93,65945.34,65939.67,65934.01
"0.01_3_1.8_Black Belt",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-1665.56,-1667.1,-1669.99,-1472.86,-1474,-1475.13,-28.1,-31.71,-38.44,421.86,419.22,416.58,1609.71,1604.05,1593.47,2316.71,2312.56,2308.4,3247.52,3239.8,3225.37,4211.55,4205.89,4200.23
"0.03_3_1.8_Black Belt",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,810.9,809.36,806.47,1390.67,1389.53,1388.4,5748.81,5745.2,5738.47,7102.63,7099.99,7097.35,10687.8,10682.14,10671.56,12814.97,12810.82,12806.66,15626.77,15619.05,15604.62,18527.29,18521.63,18515.97
"0.06_3_1.8_Black Belt",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,4525.59,4524.05,4521.16,5685.96,5684.83,5683.7,14414.17,14410.57,14403.83,17123.79,17121.14,17118.5,24304.94,24299.28,24288.69,28562.36,28558.21,28554.05,34195.64,34187.92,34173.49,40000.9,39995.24,39989.58
"0.01_6_1.8_Black Belt",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,14939.44,14937.9,14935.01,15132.14,15131,15129.87,16576.9,16573.29,16566.56,17026.86,17024.22,17021.58,18214.71,18209.05,18198.47,18921.71,18917.56,18913.4,19852.52,19844.8,19830.37,20816.55,20810.89,20805.23
"0.03_6_1.8_Black Belt",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,17415.9,17414.36,17411.47,17995.67,17994.53,17993.4,22353.81,22350.2,22343.47,23707.63,23704.99,23702.35,27292.8,27287.14,27276.56,29419.97,29415.82,29411.66,32231.77,32224.05,32209.62,35132.29,35126.63,35120.97
"0.06_6_1.8_Black Belt",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,21130.59,21129.05,21126.16,22290.96,22289.83,22288.7,31019.17,31015.57,31008.83,33728.79,33726.14,33723.5,40909.94,40904.28,40893.69,45167.36,45163.21,45159.05,50800.64,50792.92,50778.49,56605.9,56600.24,56594.58
"0.01_9_1.8_Black Belt",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,31544.44,31542.9,31540.01,31737.14,31736,31734.87,33181.9,33178.29,33171.56,33631.86,33629.22,33626.58,34819.71,34814.05,34803.47,35526.71,35522.56,35518.4,36457.52,36449.8,36435.37,37421.55,37415.89,37410.23
"0.03_9_1.8_Black Belt",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,34020.9,34019.36,34016.47,34600.67,34599.53,34598.4,38958.81,38955.2,38948.47,40312.63,40309.99,40307.35,43897.8,43892.14,43881.56,46024.97,46020.82,46016.66,48836.77,48829.05,48814.62,51737.29,51731.63,51725.97
"0.06_9_1.8_Black Belt",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,37735.59,37734.05,37731.16,38895.96,38894.83,38893.7,47624.17,47620.57,47613.83,50333.79,50331.14,50328.5,57514.94,57509.28,57498.69,61772.36,61768.21,61764.05,67405.64,67397.92,67383.49,73210.9,73205.24,73199.58
"0.01_3_2.0_Black Belt",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-511.85,-513.39,-516.28,-319.15,-320.29,-321.42,1125.61,1122,1115.27,1575.57,1572.93,1570.29,2763.42,2757.76,2747.18,3470.42,3466.27,3462.11,4401.23,4393.51,4379.08,5365.26,5359.6,5353.94
"0.03_3_2.0_Black Belt",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,1964.61,1963.07,1960.18,2544.38,2543.24,2542.11,6902.52,6898.91,6892.18,8256.34,8253.7,8251.06,11841.51,11835.85,11825.27,13968.68,13964.53,13960.37,16780.48,16772.76,16758.33,19681,19675.34,19669.68
"0.06_3_2.0_Black Belt",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,5679.3,5677.76,5674.87,6839.67,6838.54,6837.41,15567.88,15564.28,15557.54,18277.5,18274.85,18272.21,25458.65,25452.99,25442.4,29716.07,29711.92,29707.76,35349.35,35341.63,35327.2,41154.61,41148.95,41143.29
"0.01_6_2.0_Black Belt",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,17938.15,17936.61,17933.72,18130.85,18129.71,18128.58,19575.61,19572,19565.27,20025.57,20022.93,20020.29,21213.42,21207.76,21197.18,21920.42,21916.27,21912.11,22851.23,22843.51,22829.08,23815.26,23809.6,23803.94
"0.03_6_2.0_Black Belt",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,20414.61,20413.07,20410.18,20994.38,20993.24,20992.11,25352.52,25348.91,25342.18,26706.34,26703.7,26701.06,30291.51,30285.85,30275.27,32418.68,32414.53,32410.37,35230.48,35222.76,35208.33,38131,38125.34,38119.68
"0.06_6_2.0_Black Belt",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,24129.3,24127.76,24124.87,25289.67,25288.54,25287.41,34017.88,34014.28,34007.54,36727.5,36724.85,36722.21,43908.65,43902.99,43892.4,48166.07,48161.92,48157.76,53799.35,53791.63,53777.2,59604.61,59598.95,59593.29
"0.01_9_2.0_Black Belt",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,36388.15,36386.61,36383.72,36580.85,36579.71,36578.58,38025.61,38022,38015.27,38475.57,38472.93,38470.29,39663.42,39657.76,39647.18,40370.42,40366.27,40362.11,41301.23,41293.51,41279.08,42265.26,42259.6,42253.94
"0.03_9_2.0_Black Belt",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,38864.61,38863.07,38860.18,39444.38,39443.24,39442.11,43802.52,43798.91,43792.18,45156.34,45153.7,45151.06,48741.51,48735.85,48725.27,50868.68,50864.53,50860.37,53680.48,53672.76,53658.33,56581,56575.34,56569.68
"0.06_9_2.0_Black Belt",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,42579.3,42577.76,42574.87,43739.67,43738.54,43737.41,52467.88,52464.28,52457.54,55177.5,55174.85,55172.21,62358.65,62352.99,62342.4,66616.07,66611.92,66607.76,72249.35,72241.63,72227.2,78054.61,78048.95,78043.29
"0.01_3_0.1_Southern",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-11512.62,-11514.16,-11517.05,-11320.16,-11321.29,-11322.42,-9929.1,-9932.7,-9939.44,-9479.75,-9482.4,-9485.04,-8345.26,-8350.92,-8361.51,-7639.23,-7643.38,-7647.53,-6761.44,-6769.16,-6783.59,-5798.7,-5804.37,-5810.03
"0.03_3_0.1_Southern",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-9117.21,-9118.75,-9121.64,-8538.15,-8539.28,-8540.41,-4341.11,-4344.71,-4351.45,-2989.14,-2991.79,-2994.43,435.95,430.29,419.7,2560.23,2556.08,2551.93,5212.97,5205.25,5190.82,8109.6,8103.93,8098.27
"0.06_3_0.1_Southern",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-5524.09,-5525.63,-5528.52,-4365.13,-4366.27,-4367.4,4040.88,4037.27,4030.54,6746.77,6744.13,6741.49,13607.76,13602.1,13591.52,17859.42,17855.27,17851.12,23174.59,23166.87,23152.44,28972.05,28966.38,28960.72
"0.01_6_0.1_Southern",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-10590.12,-10591.66,-10594.55,-10397.66,-10398.79,-10399.92,-9006.6,-9010.2,-9016.94,-8557.25,-8559.9,-8562.54,-7422.76,-7428.42,-7439.01,-6716.73,-6720.88,-6725.03,-5838.94,-5846.66,-5861.09,-4876.2,-4881.87,-4887.53
"0.03_6_0.1_Southern",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-8194.71,-8196.25,-8199.14,-7615.65,-7616.78,-7617.91,-3418.61,-3422.21,-3428.95,-2066.64,-2069.29,-2071.93,1358.45,1352.79,1342.2,3482.73,3478.58,3474.43,6135.47,6127.75,6113.32,9032.1,9026.43,9020.77
"0.06_6_0.1_Southern",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-4601.59,-4603.13,-4606.02,-3442.63,-3443.77,-3444.9,4963.38,4959.77,4953.04,7669.27,7666.63,7663.99,14530.26,14524.6,14514.02,18781.92,18777.77,18773.62,24097.09,24089.37,24074.94,29894.55,29888.88,29883.22
"0.01_9_0.1_Southern",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-9667.62,-9669.16,-9672.05,-9475.16,-9476.29,-9477.42,-8084.1,-8087.7,-8094.44,-7634.75,-7637.4,-7640.04,-6500.26,-6505.92,-6516.51,-5794.23,-5798.38,-5802.53,-4916.44,-4924.16,-4938.59,-3953.7,-3959.37,-3965.03
"0.03_9_0.1_Southern",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-7272.21,-7273.75,-7276.64,-6693.15,-6694.28,-6695.41,-2496.11,-2499.71,-2506.45,-1144.14,-1146.79,-1149.43,2280.95,2275.29,2264.7,4405.23,4401.08,4396.93,7057.97,7050.25,7035.82,9954.6,9948.93,9943.27
"0.06_9_0.1_Southern",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-3679.09,-3680.63,-3683.52,-2520.13,-2521.27,-2522.4,5885.88,5882.27,5875.54,8591.77,8589.13,8586.49,15452.76,15447.1,15436.52,19704.42,19700.27,19696.12,25019.59,25011.87,24997.44,30817.05,30811.38,30805.72
"0.01_3_0.3_Southern",-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-10358.91,-10360.45,-10363.34,-10166.45,-10167.58,-10168.71,-8775.39,-8778.99,-8785.73,-8326.04,-8328.69,-8331.33,-7191.55,-7197.21,-7207.8,-6485.52,-6489.67,-6493.82,-5607.73,-5615.45,-5629.88,-4644.99,-4650.66,-4656.32
"0.03_3_0.3_Southern",-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-7963.5,-7965.04,-7967.93,-7384.44,-7385.57,-7386.7,-3187.4,-3191,-3197.74,-1835.43,-1838.08,-1840.72,1589.66,1584,1573.41,3713.94,3709.79,3705.64,6366.68,6358.96,6344.53,9263.31,9257.64,9251.98
"0.06_3_0.3_Southern",-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-4370.38,-4371.92,-4374.81,-3211.42,-3212.56,-3213.69,5194.59,5190.98,5184.25,7900.48,7897.84,7895.2,14761.47,14755.81,14745.23,19013.13,19008.98,19004.83,24328.3,24320.58,24306.15,30125.76,30120.09,30114.43
"0.01_6_0.3_Southern",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-7591.41,-7592.95,-7595.84,-7398.95,-7400.08,-7401.21,-6007.89,-6011.49,-6018.23,-5558.54,-5561.19,-5563.83,-4424.05,-4429.71,-4440.3,-3718.02,-3722.17,-3726.32,-2840.23,-2847.95,-2862.38,-1877.49,-1883.16,-1888.82
"0.03_6_0.3_Southern",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-5196,-5197.54,-5200.43,-4616.94,-4618.07,-4619.2,-419.9,-423.5,-430.24,932.07,929.42,926.78,4357.16,4351.5,4340.91,6481.44,6477.29,6473.14,9134.18,9126.46,9112.03,12030.81,12025.14,12019.48
"0.06_6_0.3_Southern",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-1602.88,-1604.42,-1607.31,-443.92,-445.06,-446.19,7962.09,7958.48,7951.75,10667.98,10665.34,10662.7,17528.97,17523.31,17512.73,21780.63,21776.48,21772.33,27095.8,27088.08,27073.65,32893.26,32887.59,32881.93
"0.01_9_0.3_Southern",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-4823.91,-4825.45,-4828.34,-4631.45,-4632.58,-4633.71,-3240.39,-3243.99,-3250.73,-2791.04,-2793.69,-2796.33,-1656.55,-1662.21,-1672.8,-950.52,-954.67,-958.82,-72.73,-80.45,-94.88,890.01,884.34,878.68
"0.03_9_0.3_Southern",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-2428.5,-2430.04,-2432.93,-1849.44,-1850.57,-1851.7,2347.6,2344,2337.26,3699.57,3696.92,3694.28,7124.66,7119,7108.41,9248.94,9244.79,9240.64,11901.68,11893.96,11879.53,14798.31,14792.64,14786.98
"0.06_9_0.3_Southern",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,1164.62,1163.08,1160.19,2323.58,2322.44,2321.31,10729.59,10725.98,10719.25,13435.48,13432.84,13430.2,20296.47,20290.81,20280.23,24548.13,24543.98,24539.83,29863.3,29855.58,29841.15,35660.76,35655.09,35649.43
"0.01_3_0.5_Southern",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-9205.2,-9206.74,-9209.63,-9012.74,-9013.87,-9015,-7621.68,-7625.28,-7632.02,-7172.33,-7174.98,-7177.62,-6037.84,-6043.5,-6054.09,-5331.81,-5335.96,-5340.11,-4454.02,-4461.74,-4476.17,-3491.28,-3496.95,-3502.61
"0.03_3_0.5_Southern",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-6809.79,-6811.33,-6814.22,-6230.73,-6231.86,-6232.99,-2033.69,-2037.29,-2044.03,-681.72,-684.37,-687.01,2743.37,2737.71,2727.12,4867.65,4863.5,4859.35,7520.39,7512.67,7498.24,10417.02,10411.35,10405.69
"0.06_3_0.5_Southern",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-3216.67,-3218.21,-3221.1,-2057.71,-2058.85,-2059.98,6348.3,6344.69,6337.96,9054.19,9051.55,9048.91,15915.18,15909.52,15898.94,20166.84,20162.69,20158.54,25482.01,25474.29,25459.86,31279.47,31273.8,31268.14
"0.01_6_0.5_Southern",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-4592.7,-4594.24,-4597.13,-4400.24,-4401.37,-4402.5,-3009.18,-3012.78,-3019.52,-2559.83,-2562.48,-2565.12,-1425.34,-1431,-1441.59,-719.31,-723.46,-727.61,158.48,150.76,136.33,1121.22,1115.55,1109.89
"0.03_6_0.5_Southern",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-2197.29,-2198.83,-2201.72,-1618.23,-1619.36,-1620.49,2578.81,2575.21,2568.47,3930.78,3928.13,3925.49,7355.87,7350.21,7339.62,9480.15,9476,9471.85,12132.89,12125.17,12110.74,15029.52,15023.85,15018.19
"0.06_6_0.5_Southern",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,1395.83,1394.29,1391.4,2554.79,2553.65,2552.52,10960.8,10957.19,10950.46,13666.69,13664.05,13661.41,20527.68,20522.02,20511.44,24779.34,24775.19,24771.04,30094.51,30086.79,30072.36,35891.97,35886.3,35880.64
"0.01_9_0.5_Southern",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,19.8,18.26,15.37,212.26,211.13,210,1603.32,1599.72,1592.98,2052.67,2050.02,2047.38,3187.16,3181.5,3170.91,3893.19,3889.04,3884.89,4770.98,4763.26,4748.83,5733.72,5728.05,5722.39
"0.03_9_0.5_Southern",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,2415.21,2413.67,2410.78,2994.27,2993.14,2992.01,7191.31,7187.71,7180.97,8543.28,8540.63,8537.99,11968.37,11962.71,11952.12,14092.65,14088.5,14084.35,16745.39,16737.67,16723.24,19642.02,19636.35,19630.69
