,0.00Fixed4.6,0.00Fixed6.4,0.00Fixed8.2,0.00Tracking4.6,0.00Tracking6.4,0.00Tracking8.2,0.25Fixed4.6,0.25Fixed6.4,0.25Fixed8.2,0.25Tracking4.6,0.25Tracking6.4,0.25Tracking8.2,0.50Fixed4.6,0.50Fixed6.4,0.50Fixed8.2,0.50Tracking4.6,0.50Tracking6.4,0.50Tracking8.2,0.75Fixed4.6,0.75Fixed6.4,0.75Fixed8.2,0.75Tracking4.6,0.75Tracking6.4,0.75Tracking8.2,1.00Fixed4.6,1.00Fixed6.4,1.00Fixed8.2,1.00Tracking4.6,1.00Tracking6.4,1.00Tracking8.2
0.03140.5Central,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-1583.63,-1585.17,-1588.06,-1025.42,-1026.56,-1027.69,3161.33,3157.72,3150.99,4464.57,4461.93,4459.29,7907.21,7901.55,7890.97,9954.89,9950.74,9946.59,12653.07,12645.35,12630.92,15445.25,15439.58,15433.92
0.04140.5Central,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-393.73,-395.27,-398.16,350.83,349.69,348.56,5937.14,5933.53,5926.8,7675.45,7672.81,7670.17,12269.24,12263.58,12253,15000.51,14996.36,14992.21,18601.31,18593.59,18579.16,22325.62,22319.95,22314.29
0.02170.5Central,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-4408.53,-4410.07,-4412.96,-4036.67,-4037.81,-4038.94,-1249.48,-1253.09,-1259.82,-381.31,-383.95,-386.59,1910.18,1904.52,1893.94,3274.27,3270.12,3265.97,5069.83,5062.11,5047.68,6929.88,6924.21,6918.55
0.03170.5Central,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-3218.63,-3220.17,-3223.06,-2660.42,-2661.56,-2662.69,1526.33,1522.72,1515.99,2829.57,2826.93,2824.29,6272.21,6266.55,6255.97,8319.89,8315.74,8311.59,11018.07,11010.35,10995.92,13810.25,13804.58,13798.92
0.04170.5Central,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-2028.73,-2030.27,-2033.16,-1284.17,-1285.31,-1286.44,4302.14,4298.53,4291.8,6040.45,6037.81,6035.17,10634.24,10628.58,10618,13365.51,13361.36,13357.21,16966.31,16958.59,16944.16,20690.62,20684.95,20679.29
0.02110.7Central,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,264.97,263.43,260.54,636.83,635.69,634.56,3424.02,3420.41,3413.68,4292.19,4289.55,4286.91,6583.68,6578.02,6567.44,7947.77,7943.62,7939.47,9743.33,9735.61,9721.18,11603.38,11597.71,11592.05
0.03110.7Central,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,1454.87,1453.33,1450.44,2013.08,2011.94,2010.81,6199.83,6196.22,6189.49,7503.07,7500.43,7497.79,10945.71,10940.05,10929.47,12993.39,12989.24,12985.09,15691.57,15683.85,15669.42,18483.75,18478.08,18472.42
0.04110.7Central,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,2644.77,2643.23,2640.34,3389.33,3388.19,3387.06,8975.64,8972.03,8965.3,10713.95,10711.31,10708.67,15307.74,15302.08,15291.5,18039.01,18034.86,18030.71,21639.81,21632.09,21617.66,25364.12,25358.45,25352.79
0.02140.7Central,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-716.03,-717.57,-720.46,-344.17,-345.31,-346.44,2443.02,2439.41,2432.68,3311.19,3308.55,3305.91,5602.68,5597.02,5586.44,6966.77,6962.62,6958.47,8762.33,8754.61,8740.18,10622.38,10616.71,10611.05
0.03140.7Central,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,473.87,472.33,469.44,1032.08,1030.94,1029.81,5218.83,5215.22,5208.49,6522.07,6519.43,6516.79,9964.71,9959.05,9948.47,12012.39,12008.24,12004.09,14710.57,14702.85,14688.42,17502.75,17497.08,17491.42
0.04140.7Central,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,1663.77,1662.23,1659.34,2408.33,2407.19,2406.06,7994.64,7991.03,7984.3,9732.95,9730.31,9727.67,14326.74,14321.08,14310.5,17058.01,17053.86,17049.71,20658.81,20651.09,20636.66,24383.12,24377.45,24371.79
0.02170.7Central,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-1697.03,-1698.57,-1701.46,-1325.17,-1326.31,-1327.44,1462.02,1458.41,1451.68,2330.19,2327.55,2324.91,4621.68,4616.02,4605.44,5985.77,5981.62,5977.47,7781.33,7773.61,7759.18,9641.38,9635.71,9630.05
0.03170.7Central,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-507.13,-508.67,-511.56,51.08,49.94,48.81,4237.83,4234.22,4227.49,5541.07,5538.43,5535.79,8983.71,8978.05,8967.47,11031.39,11027.24,11023.09,13729.57,13721.85,13707.42,16521.75,16516.08,16510.42
0.04170.7Central,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,682.77,681.23,678.34,1427.33,1426.19,1425.06,7013.64,7010.03,7003.3,8751.95,8749.31,8746.67,13345.74,13340.08,13329.5,16077.01,16072.86,16068.71,19677.81,19670.09,19655.66,23402.12,23396.45,23390.79
0.02111.0Central,0,0,0,0,0,0,2370.22,2368.68,2365.79,2742.08,2740.94,2739.81,5529.27,5525.66,5518.93,6397.44,6394.8,6392.16,8688.93,8683.27,8672.69,10053.02,10048.87,10044.72,11848.58,11840.86,11826.43,13708.63,13702.96,13697.3
0.03111.0Central,0,0,0,0,0,0,3560.12,3558.58,3555.69,4118.33,4117.19,4116.06,8305.08,8301.47,8294.74,9608.32,9605.68,9603.04,13050.96,13045.3,13034.72,15098.64,15094.49,15090.34,17796.82,17789.1,17774.67,20589,20583.33,20577.67
0.04111.0Central,0,0,0,0,0,0,4750.02,4748.48,4745.59,5494.58,5493.44,5492.31,11080.89,11077.28,11070.55,12819.2,12816.56,12813.92,17412.99,17407.33,17396.75,20144.26,20140.11,20135.96,23745.06,23737.34,23722.91,27469.37,27463.7,27458.04
0.02141.0Central,0,0,0,0,0,0,2370.22,2368.68,2365.79,2742.08,2740.94,2739.81,5529.27,5525.66,5518.93,6397.44,6394.8,6392.16,8688.93,8683.27,8672.69,10053.02,10048.87,10044.72,11848.58,11840.86,11826.43,13708.63,13702.96,13697.3
0.03141.0Central,0,0,0,0,0,0,3560.12,3558.58,3555.69,4118.33,4117.19,4116.06,8305.08,8301.47,8294.74,9608.32,9605.68,9603.04,13050.96,13045.3,13034.72,15098.64,15094.49,15090.34,17796.82,17789.1,17774.67,20589,20583.33,20577.67
0.04141.0Central,0,0,0,0,0,0,4750.02,4748.48,4745.59,5494.58,5493.44,5492.31,11080.89,11077.28,11070.55,12819.2,12816.56,12813.92,17412.99,17407.33,17396.75,20144.26,20140.11,20135.96,23745.06,23737.34,23722.91,27469.37,27463.7,27458.04
0.02171.0Central,0,0,0,0,0,0,2370.22,2368.68,2365.79,2742.08,2740.94,2739.81,5529.27,5525.66,5518.93,6397.44,6394.8,6392.16,8688.93,8683.27,8672.69,10053.02,10048.87,10044.72,11848.58,11840.86,11826.43,13708.63,13702.96,13697.3
0.03171.0Central,0,0,0,0,0,0,3560.12,3558.58,3555.69,4118.33,4117.19,4116.06,8305.08,8301.47,8294.74,9608.32,9605.68,9603.04,13050.96,13045.3,13034.72,15098.64,15094.49,15090.34,17796.82,17789.1,17774.67,20589,20583.33,20577.67
0.04171.0Central,0,0,0,0,0,0,4750.02,4748.48,4745.59,5494.58,5493.44,5492.31,11080.89,11077.28,11070.55,12819.2,12816.56,12813.92,17412.99,17407.33,17396.75,20144.26,20140.11,20135.96,23745.06,23737.34,23722.91,27469.37,27463.7,27458.04
0.02111.2Central,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,3773.72,3772.18,3769.29,4145.58,4144.44,4143.31,6932.77,6929.16,6922.43,7800.94,7798.3,7795.66,10092.43,10086.77,10076.19,11456.52,11452.37,11448.22,13252.08,13244.36,13229.93,15112.13,15106.46,15100.8
0.03111.2Central,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,4963.62,4962.08,4959.19,5521.83,5520.69,5519.56,9708.58,9704.97,9698.24,11011.82,11009.18,11006.54,14454.46,14448.8,14438.22,16502.14,16497.99,16493.84,19200.32,19192.6,19178.17,21992.5,21986.83,21981.17
0.04111.2Central,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,6153.52,6151.98,6149.09,6898.08,6896.94,6895.81,12484.39,12480.78,12474.05,14222.7,14220.06,14217.42,18816.49,18810.83,18800.25,21547.76,21543.61,21539.46,25148.56,25140.84,25126.41,28872.87,28867.2,28861.54
0.02141.2Central,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,4427.72,4426.18,4423.29,4799.58,4798.44,4797.31,7586.77,7583.16,7576.43,8454.94,8452.3,8449.66,10746.43,10740.77,10730.19,12110.52,12106.37,12102.22,13906.08,13898.36,13883.93,15766.13,15760.46,15754.8
0.03141.2Central,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,5617.62,5616.08,5613.19,6175.83,6174.69,6173.56,10362.58,10358.97,10352.24,11665.82,11663.18,11660.54,15108.46,15102.8,15092.22,17156.14,17151.99,17147.84,19854.32,19846.6,19832.17,22646.5,22640.83,22635.17
0.04141.2Central,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,6807.52,6805.98,6803.09,7552.08,7550.94,7549.81,13138.39,13134.78,13128.05,14876.7,14874.06,14871.42,19470.49,19464.83,19454.25,22201.76,22197.61,22193.46,25802.56,25794.84,25780.41,29526.87,29521.2,29515.54
0.02171.2Central,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,5081.72,5080.18,5077.29,5453.58,5452.44,5451.31,8240.77,8237.16,8230.43,9108.94,9106.3,9103.66,11400.43,11394.77,11384.19,12764.52,12760.37,12756.22,14560.08,14552.36,14537.93,16420.13,16414.46,16408.8
0.03171.2Central,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,6271.62,6270.08,6267.19,6829.83,6828.69,6827.56,11016.58,11012.97,11006.24,12319.82,12317.18,12314.54,15762.46,15756.8,15746.22,17810.14,17805.99,17801.84,20508.32,20500.6,20486.17,23300.5,23294.83,23289.17
0.04171.2Central,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,7461.52,7459.98,7457.09,8206.08,8204.94,8203.81,13792.39,13788.78,13782.05,15530.7,15528.06,15525.42,20124.49,20118.83,20108.25,22855.76,22851.61,22847.46,26456.56,26448.84,26434.41,30180.87,30175.2,30169.54
0.02111.5Central,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,5878.97,5877.43,5874.54,6250.83,6249.69,6248.56,9038.02,9034.41,9027.68,9906.19,9903.55,9900.91,12197.68,12192.02,12181.44,13561.77,13557.62,13553.47,15357.33,15349.61,15335.18,17217.38,17211.71,17206.05
0.03111.5Central,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,7068.87,7067.33,7064.44,7627.08,7625.94,7624.81,11813.83,11810.22,11803.49,13117.07,13114.43,13111.79,16559.71,16554.05,16543.47,18607.39,18603.24,18599.09,21305.57,21297.85,21283.42,24097.75,24092.08,24086.42
0.04111.5Central,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,8258.77,8257.23,8254.34,9003.33,9002.19,9001.06,14589.64,14586.03,14579.3,16327.95,16325.31,16322.67,20921.74,20916.08,20905.5,23653.01,23648.86,23644.71,27253.81,27246.09,27231.66,30978.12,30972.45,30966.79
0.02141.5Central,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,7513.97,7512.43,7509.54,7885.83,7884.69,7883.56,10673.02,10669.41,10662.68,11541.19,11538.55,11535.91,13832.68,13827.02,13816.44,15196.77,15192.62,15188.47,16992.33,16984.61,16970.18,18852.38,18846.71,18841.05
0.03141.5Central,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,8703.87,8702.33,8699.44,9262.08,9260.94,9259.81,13448.83,13445.22,13438.49,14752.07,14749.43,14746.79,18194.71,18189.05,18178.47,20242.39,20238.24,20234.09,22940.57,22932.85,22918.42,25732.75,25727.08,25721.42
0.04141.5Central,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,9893.77,9892.23,9889.34,10638.33,10637.19,10636.06,16224.64,16221.03,16214.3,17962.95,17960.31,17957.67,22556.74,22551.08,22540.5,25288.01,25283.86,25279.71,28888.81,28881.09,28866.66,32613.12,32607.45,32601.79
0.02171.5Central,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,9148.97,9147.43,9144.54,9520.83,9519.69,9518.56,12308.02,12304.41,12297.68,13176.19,13173.55,13170.91,15467.68,15462.02,15451.44,16831.77,16827.62,16823.47,18627.33,18619.61,18605.18,20487.38,20481.71,20476.05
0.03171.5Central,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,10338.87,10337.33,10334.44,10897.08,10895.94,10894.81,15083.83,15080.22,15073.49,16387.07,16384.43,16381.79,19829.71,19824.05,19813.47,21877.39,21873.24,21869.09,24575.57,24567.85,24553.42,27367.75,27362.08,27356.42
0.04171.5Central,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,11528.77,11527.23,11524.34,12273.33,12272.19,12271.06,17859.64,17856.03,17849.3,19597.95,19595.31,19592.67,24191.74,24186.08,24175.5,26923.01,26918.86,26914.71,30523.81,30516.09,30501.66,34248.12,34242.45,34236.79
0.02111.8Central,5614,5614,5614,5614,5614,5614,7984.22,7982.68,7979.79,8356.08,8354.94,8353.81,11143.27,11139.66,11132.93,12011.44,12008.8,12006.16,14302.93,14297.27,14286.69,15667.02,15662.87,15658.72,17462.58,17454.86,17440.43,19322.63,19316.96,19311.3
0.03111.8Central,5614,5614,5614,5614,5614,5614,9174.12,9172.58,9169.69,9732.33,9731.19,9730.06,13919.08,13915.47,13908.74,15222.32,15219.68,15217.04,18664.96,18659.3,18648.72,20712.64,20708.49,20704.34,23410.82,23403.1,23388.67,26203,26197.33,26191.67
0.04111.8Central,5614,5614,5614,5614,5614,5614,10364.02,10362.48,10359.59,11108.58,11107.44,11106.31,16694.89,16691.28,16684.55,18433.2,18430.56,18427.92,23026.99,23021.33,23010.75,25758.26,25754.11,25749.96,29359.06,29351.34,29336.91,33083.37,33077.7,33072.04
0.02141.8Central,8230,8230,8230,8230,8230,8230,10600.22,10598.68,10595.79,10972.08,10970.94,10969.81,13759.27,13755.66,13748.93,14627.44,14624.8,14622.16,16918.93,16913.27,16902.69,18283.02,18278.87,18274.72,20078.58,20070.86,20056.43,21938.63,21932.96,21927.3
0.03141.8Central,8230,8230,8230,8230,8230,8230,11790.12,11788.58,11785.69,12348.33,12347.19,12346.06,16535.08,16531.47,16524.74,17838.32,17835.68,17833.04,21280.96,21275.3,21264.72,23328.64,23324.49,23320.34,26026.82,26019.1,26004.67,28819,28813.33,28807.67
0.04141.8Central,8230,8230,8230,8230,8230,8230,12980.02,12978.48,12975.59,13724.58,13723.44,13722.31,19310.89,19307.28,19300.55,21049.2,21046.56,21043.92,25642.99,25637.33,25626.75,28374.26,28370.11,28365.96,31975.06,31967.34,31952.91,35699.37,35693.7,35688.04
0.02171.8Central,10846,10846,10846,10846,10846,10846,13216.22,13214.68,13211.79,13588.08,13586.94,13585.81,16375.27,16371.66,16364.93,17243.44,17240.8,17238.16,19534.93,19529.27,19518.69,20899.02,20894.87,20890.72,22694.58,22686.86,22672.43,24554.63,24548.96,24543.3
0.03171.8Central,10846,10846,10846,10846,10846,10846,14406.12,14404.58,14401.69,14964.33,14963.19,14962.06,19151.08,19147.47,19140.74,20454.32,20451.68,20449.04,23896.96,23891.3,23880.72,25944.64,25940.49,25936.34,28642.82,28635.1,28620.67,31435,31429.33,31423.67
0.04171.8Central,10846,10846,10846,10846,10846,10846,15596.02,15594.48,15591.59,16340.58,16339.44,16338.31,21926.89,21923.28,21916.55,23665.2,23662.56,23659.92,28258.99,28253.33,28242.75,30990.26,30986.11,30981.96,34591.06,34583.34,34568.91,38315.37,38309.7,38304.04
0.02112.0Central,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,9387.72,9386.18,9383.29,9759.58,9758.44,9757.31,12546.77,12543.16,12536.43,13414.94,13412.3,13409.66,15706.43,15700.77,15690.19,17070.52,17066.37,17062.22,18866.08,18858.36,18843.93,20726.13,20720.46,20714.8
0.03112.0Central,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,10577.62,10576.08,10573.19,11135.83,11134.69,11133.56,15322.58,15318.97,15312.24,16625.82,16623.18,16620.54,20068.46,20062.8,20052.22,22116.14,22111.99,22107.84,24814.32,24806.6,24792.17,27606.5,27600.83,27595.17
0.04112.0Central,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,11767.52,11765.98,11763.09,12512.08,12510.94,12509.81,18098.39,18094.78,18088.05,19836.7,19834.06,19831.42,24430.49,24424.83,24414.25,27161.76,27157.61,27153.46,30762.56,30754.84,30740.41,34486.87,34481.2,34475.54
0.02142.0Central,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,12657.72,12656.18,12653.29,13029.58,13028.44,13027.31,15816.77,15813.16,15806.43,16684.94,16682.3,16679.66,18976.43,18970.77,18960.19,20340.52,20336.37,20332.22,22136.08,22128.36,22113.93,23996.13,23990.46,23984.8
0.03142.0Central,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,13847.62,13846.08,13843.19,14405.83,14404.69,14403.56,18592.58,18588.97,18582.24,19895.82,19893.18,19890.54,23338.46,23332.8,23322.22,25386.14,25381.99,25377.84,28084.32,28076.6,28062.17,30876.5,30870.83,30865.17
0.04142.0Central,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,15037.52,15035.98,15033.09,15782.08,15780.94,15779.81,21368.39,21364.78,21358.05,23106.7,23104.06,23101.42,27700.49,27694.83,27684.25,30431.76,30427.61,30423.46,34032.56,34024.84,34010.41,37756.87,37751.2,37745.54
0.02172.0Central,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,15927.72,15926.18,15923.29,16299.58,16298.44,16297.31,19086.77,19083.16,19076.43,19954.94,19952.3,19949.66,22246.43,22240.77,22230.19,23610.52,23606.37,23602.22,25406.08,25398.36,25383.93,27266.13,27260.46,27254.8
0.03172.0Central,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,17117.62,17116.08,17113.19,17675.83,17674.69,17673.56,21862.58,21858.97,21852.24,23165.82,23163.18,23160.54,26608.46,26602.8,26592.22,28656.14,28651.99,28647.84,31354.32,31346.6,31332.17,34146.5,34140.83,34135.17
0.04172.0Central,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,18307.52,18305.98,18303.09,19052.08,19050.94,19049.81,24638.39,24634.78,24628.05,26376.7,26374.06,26371.42,30970.49,30964.83,30954.25,33701.76,33697.61,33693.46,37302.56,37294.84,37280.41,41026.87,41021.2,41015.54
0.02110.1Black Belt,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-3891.09,-3892.63,-3895.52,-3512.23,-3513.37,-3514.5,-659.76,-663.37,-670.1,225.01,222.37,219.73,2572.32,2566.66,2556.08,3962.51,3958.36,3954.21,5804.39,5796.67,5782.24,7700,7694.33,7688.67
0.03110.1Black Belt,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-2673.97,-2675.51,-2678.4,-2105.26,-2106.4,-2107.53,2179.41,2175.8,2169.07,3507.55,3504.91,3502.27,7033.92,7028.26,7017.68,9120.75,9116.6,9112.45,11888.41,11880.69,11866.26,14733.93,14728.26,14722.6
0.04110.1Black Belt,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-1456.85,-1458.39,-1461.28,-698.29,-699.43,-700.56,5018.58,5014.97,5008.24,6790.09,6787.45,6784.81,11495.52,11489.86,11479.28,14278.99,14274.84,14270.69,17972.43,17964.71,17950.28,21767.86,21762.19,21756.53
0.02140.1Black Belt,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-6834.09,-6835.63,-6838.52,-6455.23,-6456.37,-6457.5,-3602.76,-3606.37,-3613.1,-2717.99,-2720.63,-2723.27,-370.68,-376.34,-386.92,1019.51,1015.36,1011.21,2861.39,2853.67,2839.24,4757,4751.33,4745.67
0.03140.1Black Belt,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-5616.97,-5618.51,-5621.4,-5048.26,-5049.4,-5050.53,-763.59,-767.2,-773.93,564.55,561.91,559.27,4090.92,4085.26,4074.68,6177.75,6173.6,6169.45,8945.41,8937.69,8923.26,11790.93,11785.26,11779.6
0.04140.1Black Belt,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-4399.85,-4401.39,-4404.28,-3641.29,-3642.43,-3643.56,2075.58,2071.97,2065.24,3847.09,3844.45,3841.81,8552.52,8546.86,8536.28,11335.99,11331.84,11327.69,15029.43,15021.71,15007.28,18824.86,18819.19,18813.53
0.02170.1Black Belt,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-9777.09,-9778.63,-9781.52,-9398.23,-9399.37,-9400.5,-6545.76,-6549.37,-6556.1,-5660.99,-5663.63,-5666.27,-3313.68,-3319.34,-3329.92,-1923.49,-1927.64,-1931.79,-81.61,-89.33,-103.76,1814,1808.33,1802.67
0.03170.1Black Belt,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-8559.97,-8561.51,-8564.4,-7991.26,-7992.4,-7993.53,-3706.59,-3710.2,-3716.93,-2378.45,-2381.09,-2383.73,1147.92,1142.26,1131.68,3234.75,3230.6,3226.45,6002.41,5994.69,5980.26,8847.93,8842.26,8836.6
0.04170.1Black Belt,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-7342.85,-7344.39,-7347.28,-6584.29,-6585.43,-6586.56,-867.42,-871.03,-877.76,904.09,901.45,898.81,5609.52,5603.86,5593.28,8392.99,8388.84,8384.69,12086.43,12078.71,12064.28,15881.86,15876.19,15870.53
0.02110.3Black Belt,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-2487.59,-2489.13,-2492.02,-2108.73,-2109.87,-2111,743.74,740.13,733.4,1628.51,1625.87,1623.23,3975.82,3970.16,3959.58,5366.01,5361.86,5357.71,7207.89,7200.17,7185.74,9103.5,9097.83,9092.17
0.03110.3Black Belt,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-1270.47,-1272.01,-1274.9,-701.76,-702.9,-704.03,3582.91,3579.3,3572.57,4911.05,4908.41,4905.77,8437.42,8431.76,8421.18,10524.25,10520.1,10515.95,13291.91,13284.19,13269.76,16137.43,16131.76,16126.1
0.04110.3Black Belt,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-53.35,-54.89,-57.78,705.21,704.07,702.94,6422.08,6418.47,6411.74,8193.59,8190.95,8188.31,12899.02,12893.36,12882.78,15682.49,15678.34,15674.19,19375.93,19368.21,19353.78,23171.36,23165.69,23160.03
0.02140.3Black Belt,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-4776.59,-4778.13,-4781.02,-4397.73,-4398.87,-4400,-1545.26,-1548.87,-1555.6,-660.49,-663.13,-665.77,1686.82,1681.16,1670.58,3077.01,3072.86,3068.71,4918.89,4911.17,4896.74,6814.5,6808.83,6803.17
0.03140.3Black Belt,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-3559.47,-3561.01,-3563.9,-2990.76,-2991.9,-2993.03,1293.91,1290.3,1283.57,2622.05,2619.41,2616.77,6148.42,6142.76,6132.18,8235.25,8231.1,8226.95,11002.91,10995.19,10980.76,13848.43,13842.76,13837.1
0.04140.3Black Belt,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-2342.35,-2343.89,-2346.78,-1583.79,-1584.93,-1586.06,4133.08,4129.47,4122.74,5904.59,5901.95,5899.31,10610.02,10604.36,10593.78,13393.49,13389.34,13385.19,17086.93,17079.21,17064.78,20882.36,20876.69,20871.03
0.02170.3Black Belt,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-7065.59,-7067.13,-7070.02,-6686.73,-6687.87,-6689,-3834.26,-3837.87,-3844.6,-2949.49,-2952.13,-2954.77,-602.18,-607.84,-618.42,788.01,783.86,779.71,2629.89,2622.17,2607.74,4525.5,4519.83,4514.17
0.03170.3Black Belt,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-5848.47,-5850.01,-5852.9,-5279.76,-5280.9,-5282.03,-995.09,-998.7,-1005.43,333.05,330.41,327.77,3859.42,3853.76,3843.18,5946.25,5942.1,5937.95,8713.91,8706.19,8691.76,11559.43,11553.76,11548.1
0.04170.3Black Belt,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-4631.35,-4632.89,-4635.78,-3872.79,-3873.93,-3875.06,1844.08,1840.47,1833.74,3615.59,3612.95,3610.31,8321.02,8315.36,8304.78,11104.49,11100.34,11096.19,14797.93,14790.21,14775.78,18593.36,18587.69,18582.03
0.02110.5Black Belt,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-1084.09,-1085.63,-1088.52,-705.23,-706.37,-707.5,2147.24,2143.63,2136.9,3032.01,3029.37,3026.73,5379.32,5373.66,5363.08,6769.51,6765.36,6761.21,8611.39,8603.67,8589.24,10507,10501.33,10495.67
0.03110.5Black Belt,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,133.03,131.49,128.6,701.74,700.6,699.47,4986.41,4982.8,4976.07,6314.55,6311.91,6309.27,9840.92,9835.26,9824.68,11927.75,11923.6,11919.45,14695.41,14687.69,14673.26,17540.93,17535.26,17529.6
0.04110.5Black Belt,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,1350.15,1348.61,1345.72,2108.71,2107.57,2106.44,7825.58,7821.97,7815.24,9597.09,9594.45,9591.81,14302.52,14296.86,14286.28,17085.99,17081.84,17077.69,20779.43,20771.71,20757.28,24574.86,24569.19,24563.53
0.02140.5Black Belt,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-2719.09,-2720.63,-2723.52,-2340.23,-2341.37,-2342.5,512.24,508.63,501.9,1397.01,1394.37,1391.73,3744.32,3738.66,3728.08,5134.51,5130.36,5126.21,6976.39,6968.67,6954.24,8872,8866.33,8860.67
0.03140.5Black Belt,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-1501.97,-1503.51,-1506.4,-933.26,-934.4,-935.53,3351.41,3347.8,3341.07,4679.55,4676.91,4674.27,8205.92,8200.26,8189.68,10292.75,10288.6,10284.45,13060.41,13052.69,13038.26,15905.93,15900.26,15894.6
0.04140.5Black Belt,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-284.85,-286.39,-289.28,473.71,472.57,471.44,6190.58,6186.97,6180.24,7962.09,7959.45,7956.81,12667.52,12661.86,12651.28,15450.99,15446.84,15442.69,19144.43,19136.71,19122.28,22939.86,22934.19,22928.53
0.02170.5Black Belt,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-4354.09,-4355.63,-4358.52,-3975.23,-3976.37,-3977.5,-1122.76,-1126.37,-1133.1,-237.99,-240.63,-243.27,2109.32,2103.66,2093.08,3499.51,3495.36,3491.21,5341.39,5333.67,5319.24,7237,7231.33,7225.67
0.03170.5Black Belt,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-3136.97,-3138.51,-3141.4,-2568.26,-2569.4,-2570.53,1716.41,1712.8,1706.07,3044.55,3041.91,3039.27,6570.92,6565.26,6554.68,8657.75,8653.6,8649.45,11425.41,11417.69,11403.26,14270.93,14265.26,14259.6
