,0.00Fixed4.6,0.00Fixed6.4,0.00Fixed8.2,0.00Tracking4.6,0.00Tracking6.4,0.00Tracking8.2,0.25Fixed4.6,0.25Fixed6.4,0.25Fixed8.2,0.25Tracking4.6,0.25Tracking6.4,0.25Tracking8.2,0.50Fixed4.6,0.50Fixed6.4,0.50Fixed8.2,0.50Tracking4.6,0.50Tracking6.4,0.50Tracking8.2,0.75Fixed4.6,0.75Fixed6.4,0.75Fixed8.2,0.75Tracking4.6,0.75Tracking6.4,0.75Tracking8.2,1.00Fixed4.6,1.00Fixed6.4,1.00Fixed8.2,1.00Tracking4.6,1.00Tracking6.4,1.00Tracking8.2
0.02170.1Northern,-14526,-14526,-14526,-14526,-14526,-14526,-12239.04,-12240.58,-12243.47,-11908.56,-11909.7,-11910.83,-9190.91,-9194.52,-9201.25,-8419.3,-8421.94,-8424.58,-6142.19,-6147.85,-6158.43,-4929.82,-4933.97,-4938.12,-3093.5,-3101.22,-3115.65,-1440.33,-1446,-1451.66
0.03170.1Northern,-14526,-14526,-14526,-14526,-14526,-14526,-11090.77,-11092.31,-11095.2,-10594.63,-10595.77,-10596.9,-6512.19,-6515.8,-6522.53,-5353.79,-5356.43,-5359.07,-1932.72,-1938.38,-1948.96,-112.62,-116.77,-120.92,2646.7,2638.98,2624.55,5128.56,5122.89,5117.23
0.04170.1Northern,-14526,-14526,-14526,-14526,-14526,-14526,-9942.5,-9944.04,-9946.93,-9280.7,-9281.84,-9282.97,-3833.47,-3837.08,-3843.81,-2288.28,-2290.92,-2293.56,2276.75,2271.09,2260.51,4704.58,4700.43,4696.28,8386.9,8379.18,8364.75,11697.45,11691.78,11686.12
0.02200.1Northern,-18198,-18198,-18198,-18198,-18198,-18198,-15911.04,-15912.58,-15915.47,-15580.56,-15581.7,-15582.83,-12862.91,-12866.52,-12873.25,-12091.3,-12093.94,-12096.58,-9814.19,-9819.85,-9830.43,-8601.82,-8605.97,-8610.12,-6765.5,-6773.22,-6787.65,-5112.33,-5118,-5123.66
0.03200.1Northern,-18198,-18198,-18198,-18198,-18198,-18198,-14762.77,-14764.31,-14767.2,-14266.63,-14267.77,-14268.9,-10184.19,-10187.8,-10194.53,-9025.79,-9028.43,-9031.07,-5604.72,-5610.38,-5620.96,-3784.62,-3788.77,-3792.92,-1025.3,-1033.02,-1047.45,1456.56,1450.89,1445.23
0.04200.1Northern,-18198,-18198,-18198,-18198,-18198,-18198,-13614.5,-13616.04,-13618.93,-12952.7,-12953.84,-12954.97,-7505.47,-7509.08,-7515.81,-5960.28,-5962.92,-5965.56,-1395.25,-1400.91,-1411.49,1032.58,1028.43,1024.28,4714.9,4707.18,4692.75,8025.45,8019.78,8014.12
0.02230.1Northern,-21870,-21870,-21870,-21870,-21870,-21870,-19583.04,-19584.58,-19587.47,-19252.56,-19253.7,-19254.83,-16534.91,-16538.52,-16545.25,-15763.3,-15765.94,-15768.58,-13486.19,-13491.85,-13502.43,-12273.82,-12277.97,-12282.12,-10437.5,-10445.22,-10459.65,-8784.33,-8790,-8795.66
0.03230.1Northern,-21870,-21870,-21870,-21870,-21870,-21870,-18434.77,-18436.31,-18439.2,-17938.63,-17939.77,-17940.9,-13856.19,-13859.8,-13866.53,-12697.79,-12700.43,-12703.07,-9276.72,-9282.38,-9292.96,-7456.62,-7460.77,-7464.92,-4697.3,-4705.02,-4719.45,-2215.44,-2221.11,-2226.77
0.04230.1Northern,-21870,-21870,-21870,-21870,-21870,-21870,-17286.5,-17288.04,-17290.93,-16624.7,-16625.84,-16626.97,-11177.47,-11181.08,-11187.81,-9632.28,-9634.92,-9637.56,-5067.25,-5072.91,-5083.49,-2639.42,-2643.57,-2647.72,1042.9,1035.18,1020.75,4353.45,4347.78,4342.12
0.02170.3Northern,-11298,-11298,-11298,-11298,-11298,-11298,-9011.04,-9012.58,-9015.47,-8680.56,-8681.7,-8682.83,-5962.91,-5966.52,-5973.25,-5191.3,-5193.94,-5196.58,-2914.19,-2919.85,-2930.43,-1701.82,-1705.97,-1710.12,134.5,126.78,112.35,1787.67,1782,1776.34
0.03170.3Northern,-11298,-11298,-11298,-11298,-11298,-11298,-7862.77,-7864.31,-7867.2,-7366.63,-7367.77,-7368.9,-3284.19,-3287.8,-3294.53,-2125.79,-2128.43,-2131.07,1295.28,1289.62,1279.04,3115.38,3111.23,3107.08,5874.7,5866.98,5852.55,8356.56,8350.89,8345.23
0.04170.3Northern,-11298,-11298,-11298,-11298,-11298,-11298,-6714.5,-6716.04,-6718.93,-6052.7,-6053.84,-6054.97,-605.47,-609.08,-615.81,939.72,937.08,934.44,5504.75,5499.09,5488.51,7932.58,7928.43,7924.28,11614.9,11607.18,11592.75,14925.45,14919.78,14914.12
0.02200.3Northern,-14154,-14154,-14154,-14154,-14154,-14154,-11867.04,-11868.58,-11871.47,-11536.56,-11537.7,-11538.83,-8818.91,-8822.52,-8829.25,-8047.3,-8049.94,-8052.58,-5770.19,-5775.85,-5786.43,-4557.82,-4561.97,-4566.12,-2721.5,-2729.22,-2743.65,-1068.33,-1074,-1079.66
0.03200.3Northern,-14154,-14154,-14154,-14154,-14154,-14154,-10718.77,-10720.31,-10723.2,-10222.63,-10223.77,-10224.9,-6140.19,-6143.8,-6150.53,-4981.79,-4984.43,-4987.07,-1560.72,-1566.38,-1576.96,259.38,255.23,251.08,3018.7,3010.98,2996.55,5500.56,5494.89,5489.23
0.04200.3Northern,-14154,-14154,-14154,-14154,-14154,-14154,-9570.5,-9572.04,-9574.93,-8908.7,-8909.84,-8910.97,-3461.47,-3465.08,-3471.81,-1916.28,-1918.92,-1921.56,2648.75,2643.09,2632.51,5076.58,5072.43,5068.28,8758.9,8751.18,8736.75,12069.45,12063.78,12058.12
0.02230.3Northern,-17010,-17010,-17010,-17010,-17010,-17010,-14723.04,-14724.58,-14727.47,-14392.56,-14393.7,-14394.83,-11674.91,-11678.52,-11685.25,-10903.3,-10905.94,-10908.58,-8626.19,-8631.85,-8642.43,-7413.82,-7417.97,-7422.12,-5577.5,-5585.22,-5599.65,-3924.33,-3930,-3935.66
0.03230.3Northern,-17010,-17010,-17010,-17010,-17010,-17010,-13574.77,-13576.31,-13579.2,-13078.63,-13079.77,-13080.9,-8996.19,-8999.8,-9006.53,-7837.79,-7840.43,-7843.07,-4416.72,-4422.38,-4432.96,-2596.62,-2600.77,-2604.92,162.7,154.98,140.55,2644.56,2638.89,2633.23
0.04230.3Northern,-17010,-17010,-17010,-17010,-17010,-17010,-12426.5,-12428.04,-12430.93,-11764.7,-11765.84,-11766.97,-6317.47,-6321.08,-6327.81,-4772.28,-4774.92,-4777.56,-207.25,-212.91,-223.49,2220.58,2216.43,2212.28,5902.9,5895.18,5880.75,9213.45,9207.78,9202.12
0.02170.5Northern,-8070,-8070,-8070,-8070,-8070,-8070,-5783.04,-5784.58,-5787.47,-5452.56,-5453.7,-5454.83,-2734.91,-2738.52,-2745.25,-1963.3,-1965.94,-1968.58,313.81,308.15,297.57,1526.18,1522.03,1517.88,3362.5,3354.78,3340.35,5015.67,5010,5004.34
0.03170.5Northern,-8070,-8070,-8070,-8070,-8070,-8070,-4634.77,-4636.31,-4639.2,-4138.63,-4139.77,-4140.9,-56.19,-59.8,-66.53,1102.21,1099.57,1096.93,4523.28,4517.62,4507.04,6343.38,6339.23,6335.08,9102.7,9094.98,9080.55,11584.56,11578.89,11573.23
0.04170.5Northern,-8070,-8070,-8070,-8070,-8070,-8070,-3486.5,-3488.04,-3490.93,-2824.7,-2825.84,-2826.97,2622.53,2618.92,2612.19,4167.72,4165.08,4162.44,8732.75,8727.09,8716.51,11160.58,11156.43,11152.28,14842.9,14835.18,14820.75,18153.45,18147.78,18142.12
0.02200.5Northern,-10110,-10110,-10110,-10110,-10110,-10110,-7823.04,-7824.58,-7827.47,-7492.56,-7493.7,-7494.83,-4774.91,-4778.52,-4785.25,-4003.3,-4005.94,-4008.58,-1726.19,-1731.85,-1742.43,-513.82,-517.97,-522.12,1322.5,1314.78,1300.35,2975.67,2970,2964.34
0.03200.5Northern,-10110,-10110,-10110,-10110,-10110,-10110,-6674.77,-6676.31,-6679.2,-6178.63,-6179.77,-6180.9,-2096.19,-2099.8,-2106.53,-937.79,-940.43,-943.07,2483.28,2477.62,2467.04,4303.38,4299.23,4295.08,7062.7,7054.98,7040.55,9544.56,9538.89,9533.23
0.04200.5Northern,-10110,-10110,-10110,-10110,-10110,-10110,-5526.5,-5528.04,-5530.93,-4864.7,-4865.84,-4866.97,582.53,578.92,572.19,2127.72,2125.08,2122.44,6692.75,6687.09,6676.51,9120.58,9116.43,9112.28,12802.9,12795.18,12780.75,16113.45,16107.78,16102.12
0.02230.5Northern,-12150,-12150,-12150,-12150,-12150,-12150,-9863.04,-9864.58,-9867.47,-9532.56,-9533.7,-9534.83,-6814.91,-6818.52,-6825.25,-6043.3,-6045.94,-6048.58,-3766.19,-3771.85,-3782.43,-2553.82,-2557.97,-2562.12,-717.5,-725.22,-739.65,935.67,930,924.34
0.03230.5Northern,-12150,-12150,-12150,-12150,-12150,-12150,-8714.77,-8716.31,-8719.2,-8218.63,-8219.77,-8220.9,-4136.19,-4139.8,-4146.53,-2977.79,-2980.43,-2983.07,443.28,437.62,427.04,2263.38,2259.23,2255.08,5022.7,5014.98,5000.55,7504.56,7498.89,7493.23
0.04230.5Northern,-12150,-12150,-12150,-12150,-12150,-12150,-7566.5,-7568.04,-7570.93,-6904.7,-6905.84,-6906.97,-1457.47,-1461.08,-1467.81,87.72,85.08,82.44,4652.75,4647.09,4636.51,7080.58,7076.43,7072.28,10762.9,10755.18,10740.75,14073.45,14067.78,14062.12
0.02170.7Northern,-4842,-4842,-4842,-4842,-4842,-4842,-2555.04,-2556.58,-2559.47,-2224.56,-2225.7,-2226.83,493.09,489.48,482.75,1264.7,1262.06,1259.42,3541.81,3536.15,3525.57,4754.18,4750.03,4745.88,6590.5,6582.78,6568.35,8243.67,8238,8232.34
0.03170.7Northern,-4842,-4842,-4842,-4842,-4842,-4842,-1406.77,-1408.31,-1411.2,-910.63,-911.77,-912.9,3171.81,3168.2,3161.47,4330.21,4327.57,4324.93,7751.28,7745.62,7735.04,9571.38,9567.23,9563.08,12330.7,12322.98,12308.55,14812.56,14806.89,14801.23
0.04170.7Northern,-4842,-4842,-4842,-4842,-4842,-4842,-258.5,-260.04,-262.93,403.3,402.16,401.03,5850.53,5846.92,5840.19,7395.72,7393.08,7390.44,11960.75,11955.09,11944.51,14388.58,14384.43,14380.28,18070.9,18063.18,18048.75,21381.45,21375.78,21370.12
0.02200.7Northern,-6066,-6066,-6066,-6066,-6066,-6066,-3779.04,-3780.58,-3783.47,-3448.56,-3449.7,-3450.83,-730.91,-734.52,-741.25,40.7,38.06,35.42,2317.81,2312.15,2301.57,3530.18,3526.03,3521.88,5366.5,5358.78,5344.35,7019.67,7014,7008.34
0.03200.7Northern,-6066,-6066,-6066,-6066,-6066,-6066,-2630.77,-2632.31,-2635.2,-2134.63,-2135.77,-2136.9,1947.81,1944.2,1937.47,3106.21,3103.57,3100.93,6527.28,6521.62,6511.04,8347.38,8343.23,8339.08,11106.7,11098.98,11084.55,13588.56,13582.89,13577.23
0.04200.7Northern,-6066,-6066,-6066,-6066,-6066,-6066,-1482.5,-1484.04,-1486.93,-820.7,-821.84,-822.97,4626.53,4622.92,4616.19,6171.72,6169.08,6166.44,10736.75,10731.09,10720.51,13164.58,13160.43,13156.28,16846.9,16839.18,16824.75,20157.45,20151.78,20146.12
0.02230.7Northern,-7290,-7290,-7290,-7290,-7290,-7290,-5003.04,-5004.58,-5007.47,-4672.56,-4673.7,-4674.83,-1954.91,-1958.52,-1965.25,-1183.3,-1185.94,-1188.58,1093.81,1088.15,1077.57,2306.18,2302.03,2297.88,4142.5,4134.78,4120.35,5795.67,5790,5784.34
0.03230.7Northern,-7290,-7290,-7290,-7290,-7290,-7290,-3854.77,-3856.31,-3859.2,-3358.63,-3359.77,-3360.9,723.81,720.2,713.47,1882.21,1879.57,1876.93,5303.28,5297.62,5287.04,7123.38,7119.23,7115.08,9882.7,9874.98,9860.55,12364.56,12358.89,12353.23
0.04230.7Northern,-7290,-7290,-7290,-7290,-7290,-7290,-2706.5,-2708.04,-2710.93,-2044.7,-2045.84,-2046.97,3402.53,3398.92,3392.19,4947.72,4945.08,4942.44,9512.75,9507.09,9496.51,11940.58,11936.43,11932.28,15622.9,15615.18,15600.75,18933.45,18927.78,18922.12
0.02171.0Northern,0,0,0,0,0,0,2286.96,2285.42,2282.53,2617.44,2616.3,2615.17,5335.09,5331.48,5324.75,6106.7,6104.06,6101.42,8383.81,8378.15,8367.57,9596.18,9592.03,9587.88,11432.5,11424.78,11410.35,13085.67,13080,13074.34
0.03171.0Northern,0,0,0,0,0,0,3435.23,3433.69,3430.8,3931.37,3930.23,3929.1,8013.81,8010.2,8003.47,9172.21,9169.57,9166.93,12593.28,12587.62,12577.04,14413.38,14409.23,14405.08,17172.7,17164.98,17150.55,19654.56,19648.89,19643.23
0.04171.0Northern,0,0,0,0,0,0,4583.5,4581.96,4579.07,5245.3,5244.16,5243.03,10692.53,10688.92,10682.19,12237.72,12235.08,12232.44,16802.75,16797.09,16786.51,19230.58,19226.43,19222.28,22912.9,22905.18,22890.75,26223.45,26217.78,26212.12
0.02201.0Northern,0,0,0,0,0,0,2286.96,2285.42,2282.53,2617.44,2616.3,2615.17,5335.09,5331.48,5324.75,6106.7,6104.06,6101.42,8383.81,8378.15,8367.57,9596.18,9592.03,9587.88,11432.5,11424.78,11410.35,13085.67,13080,13074.34
0.03201.0Northern,0,0,0,0,0,0,3435.23,3433.69,3430.8,3931.37,3930.23,3929.1,8013.81,8010.2,8003.47,9172.21,9169.57,9166.93,12593.28,12587.62,12577.04,14413.38,14409.23,14405.08,17172.7,17164.98,17150.55,19654.56,19648.89,19643.23
0.04201.0Northern,0,0,0,0,0,0,4583.5,4581.96,4579.07,5245.3,5244.16,5243.03,10692.53,10688.92,10682.19,12237.72,12235.08,12232.44,16802.75,16797.09,16786.51,19230.58,19226.43,19222.28,22912.9,22905.18,22890.75,26223.45,26217.78,26212.12
0.02231.0Northern,0,0,0,0,0,0,2286.96,2285.42,2282.53,2617.44,2616.3,2615.17,5335.09,5331.48,5324.75,6106.7,6104.06,6101.42,8383.81,8378.15,8367.57,9596.18,9592.03,9587.88,11432.5,11424.78,11410.35,13085.67,13080,13074.34
0.03231.0Northern,0,0,0,0,0,0,3435.23,3433.69,3430.8,3931.37,3930.23,3929.1,8013.81,8010.2,8003.47,9172.21,9169.57,9166.93,12593.28,12587.62,12577.04,14413.38,14409.23,14405.08,17172.7,17164.98,17150.55,19654.56,19648.89,19643.23
0.04231.0Northern,0,0,0,0,0,0,4583.5,4581.96,4579.07,5245.3,5244.16,5243.03,10692.53,10688.92,10682.19,12237.72,12235.08,12232.44,16802.75,16797.09,16786.51,19230.58,19226.43,19222.28,22912.9,22905.18,22890.75,26223.45,26217.78,26212.12
0.02171.2Northern,3228,3228,3228,3228,3228,3228,5514.96,5513.42,5510.53,5845.44,5844.3,5843.17,8563.09,8559.48,8552.75,9334.7,9332.06,9329.42,11611.81,11606.15,11595.57,12824.18,12820.03,12815.88,14660.5,14652.78,14638.35,16313.67,16308,16302.34
0.03171.2Northern,3228,3228,3228,3228,3228,3228,6663.23,6661.69,6658.8,7159.37,7158.23,7157.1,11241.81,11238.2,11231.47,12400.21,12397.57,12394.93,15821.28,15815.62,15805.04,17641.38,17637.23,17633.08,20400.7,20392.98,20378.55,22882.56,22876.89,22871.23
0.04171.2Northern,3228,3228,3228,3228,3228,3228,7811.5,7809.96,7807.07,8473.3,8472.16,8471.03,13920.53,13916.92,13910.19,15465.72,15463.08,15460.44,20030.75,20025.09,20014.51,22458.58,22454.43,22450.28,26140.9,26133.18,26118.75,29451.45,29445.78,29440.12
0.02201.2Northern,4044,4044,4044,4044,4044,4044,6330.96,6329.42,6326.53,6661.44,6660.3,6659.17,9379.09,9375.48,9368.75,10150.7,10148.06,10145.42,12427.81,12422.15,12411.57,13640.18,13636.03,13631.88,15476.5,15468.78,15454.35,17129.67,17124,17118.34
0.03201.2Northern,4044,4044,4044,4044,4044,4044,7479.23,7477.69,7474.8,7975.37,7974.23,7973.1,12057.81,12054.2,12047.47,13216.21,13213.57,13210.93,16637.28,16631.62,16621.04,18457.38,18453.23,18449.08,21216.7,21208.98,21194.55,23698.56,23692.89,23687.23
0.04201.2Northern,4044,4044,4044,4044,4044,4044,8627.5,8625.96,8623.07,9289.3,9288.16,9287.03,14736.53,14732.92,14726.19,16281.72,16279.08,16276.44,20846.75,20841.09,20830.51,23274.58,23270.43,23266.28,26956.9,26949.18,26934.75,30267.45,30261.78,30256.12
0.02231.2Northern,4860,4860,4860,4860,4860,4860,7146.96,7145.42,7142.53,7477.44,7476.3,7475.17,10195.09,10191.48,10184.75,10966.7,10964.06,10961.42,13243.81,13238.15,13227.57,14456.18,14452.03,14447.88,16292.5,16284.78,16270.35,17945.67,17940,17934.34
0.03231.2Northern,4860,4860,4860,4860,4860,4860,8295.23,8293.69,8290.8,8791.37,8790.23,8789.1,12873.81,12870.2,12863.47,14032.21,14029.57,14026.93,17453.28,17447.62,17437.04,19273.38,19269.23,19265.08,22032.7,22024.98,22010.55,24514.56,24508.89,24503.23
0.04231.2Northern,4860,4860,4860,4860,4860,4860,9443.5,9441.96,9439.07,10105.3,10104.16,10103.03,15552.53,15548.92,15542.19,17097.72,17095.08,17092.44,21662.75,21657.09,21646.51,24090.58,24086.43,24082.28,27772.9,27765.18,27750.75,31083.45,31077.78,31072.12
0.02171.5Northern,8070,8070,8070,8070,8070,8070,10356.96,10355.42,10352.53,10687.44,10686.3,10685.17,13405.09,13401.48,13394.75,14176.7,14174.06,14171.42,16453.81,16448.15,16437.57,17666.18,17662.03,17657.88,19502.5,19494.78,19480.35,21155.67,21150,21144.34
0.03171.5Northern,8070,8070,8070,8070,8070,8070,11505.23,11503.69,11500.8,12001.37,12000.23,11999.1,16083.81,16080.2,16073.47,17242.21,17239.57,17236.93,20663.28,20657.62,20647.04,22483.38,22479.23,22475.08,25242.7,25234.98,25220.55,27724.56,27718.89,27713.23
0.04171.5Northern,8070,8070,8070,8070,8070,8070,12653.5,12651.96,12649.07,13315.3,13314.16,13313.03,18762.53,18758.92,18752.19,20307.72,20305.08,20302.44,24872.75,24867.09,24856.51,27300.58,27296.43,27292.28,30982.9,30975.18,30960.75,34293.45,34287.78,34282.12
0.02201.5Northern,10110,10110,10110,10110,10110,10110,12396.96,12395.42,12392.53,12727.44,12726.3,12725.17,15445.09,15441.48,15434.75,16216.7,16214.06,16211.42,18493.81,18488.15,18477.57,19706.18,19702.03,19697.88,21542.5,21534.78,21520.35,23195.67,23190,23184.34
0.03201.5Northern,10110,10110,10110,10110,10110,10110,13545.23,13543.69,13540.8,14041.37,14040.23,14039.1,18123.81,18120.2,18113.47,19282.21,19279.57,19276.93,22703.28,22697.62,22687.04,24523.38,24519.23,24515.08,27282.7,27274.98,27260.55,29764.56,29758.89,29753.23
0.04201.5Northern,10110,10110,10110,10110,10110,10110,14693.5,14691.96,14689.07,15355.3,15354.16,15353.03,20802.53,20798.92,20792.19,22347.72,22345.08,22342.44,26912.75,26907.09,26896.51,29340.58,29336.43,29332.28,33022.9,33015.18,33000.75,36333.45,36327.78,36322.12
0.02231.5Northern,12150,12150,12150,12150,12150,12150,14436.96,14435.42,14432.53,14767.44,14766.3,14765.17,17485.09,17481.48,17474.75,18256.7,18254.06,18251.42,20533.81,20528.15,20517.57,21746.18,21742.03,21737.88,23582.5,23574.78,23560.35,25235.67,25230,25224.34
0.03231.5Northern,12150,12150,12150,12150,12150,12150,15585.23,15583.69,15580.8,16081.37,16080.23,16079.1,20163.81,20160.2,20153.47,21322.21,21319.57,21316.93,24743.28,24737.62,24727.04,26563.38,26559.23,26555.08,29322.7,29314.98,29300.55,31804.56,31798.89,31793.23
0.04231.5Northern,12150,12150,12150,12150,12150,12150,16733.5,16731.96,16729.07,17395.3,17394.16,17393.03,22842.53,22838.92,22832.19,24387.72,24385.08,24382.44,28952.75,28947.09,28936.51,31380.58,31376.43,31372.28,35062.9,35055.18,35040.75,38373.45,38367.78,38362.12
0.02171.8Northern,12912,12912,12912,12912,12912,12912,15198.96,15197.42,15194.53,15529.44,15528.3,15527.17,18247.09,18243.48,18236.75,19018.7,19016.06,19013.42,21295.81,21290.15,21279.57,22508.18,22504.03,22499.88,24344.5,24336.78,24322.35,25997.67,25992,25986.34
0.03171.8Northern,12912,12912,12912,12912,12912,12912,16347.23,16345.69,16342.8,16843.37,16842.23,16841.1,20925.81,20922.2,20915.47,22084.21,22081.57,22078.93,25505.28,25499.62,25489.04,27325.38,27321.23,27317.08,30084.7,30076.98,30062.55,32566.56,32560.89,32555.23
