"","0.00%_Fixed_4.6","0.00%_Fixed_6.4","0.00%_Fixed_8.2","0.00%_Tracking_4.6","0.00%_Tracking_6.4","0.00%_Tracking_8.2","0.25%_Fixed_4.6","0.25%_Fixed_6.4","0.25%_Fixed_8.2","0.25%_Tracking_4.6","0.25%_Tracking_6.4","0.25%_Tracking_8.2","0.50%_Fixed_4.6","0.50%_Fixed_6.4","0.50%_Fixed_8.2","0.50%_Tracking_4.6","0.50%_Tracking_6.4","0.50%_Tracking_8.2","0.75%_Fixed_4.6","0.75%_Fixed_6.4","0.75%_Fixed_8.2","0.75%_Tracking_4.6","0.75%_Tracking_6.4","0.75%_Tracking_8.2","1.00%_Fixed_4.6","1.00%_Fixed_6.4","1.00%_Fixed_8.2","1.00%_Tracking_4.6","1.00%_Tracking_6.4","1.00%_Tracking_8.2"
"0.03_11_1.8_Black Belt",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,12610.73,12609.18,12606.3,13190.49,13189.36,13188.22,17548.63,17545.03,17538.29,18902.45,18899.81,18897.17,22487.62,22481.96,22471.38,24614.79,24610.64,24606.49,27426.59,27418.87,27404.44,30327.11,30321.45,30315.79
"0.04_11_1.8_Black Belt",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,13848.96,13847.41,13844.53,14622.25,14621.12,14619.99,20437.08,20433.48,20426.75,22242.84,22240.2,22237.55,27026.67,27021.01,27010.43,29863.92,29859.77,29855.62,33616.21,33608.5,33594.06,37484.98,37479.32,37473.66
"0.02_14_1.8_Black Belt",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,17258.5,17256.95,17254.07,17644.72,17643.59,17642.46,20546.17,20542.57,20535.84,21448.07,21445.43,21442.78,23834.58,23828.92,23818.34,25251.66,25247.51,25243.36,27122.96,27115.25,27100.81,29055.24,29049.58,29043.92
"0.03_14_1.8_Black Belt",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,18496.73,18495.18,18492.3,19076.49,19075.36,19074.22,23434.63,23431.03,23424.29,24788.45,24785.81,24783.17,28373.62,28367.96,28357.38,30500.79,30496.64,30492.49,33312.59,33304.87,33290.44,36213.11,36207.45,36201.79
"0.04_14_1.8_Black Belt",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,19734.96,19733.41,19730.53,20508.25,20507.12,20505.99,26323.08,26319.48,26312.75,28128.84,28126.2,28123.55,32912.67,32907.01,32896.43,35749.92,35745.77,35741.62,39502.21,39494.5,39480.06,43370.98,43365.32,43359.66
"0.02_17_1.8_Black Belt",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,23144.5,23142.95,23140.07,23530.72,23529.59,23528.46,26432.17,26428.57,26421.84,27334.07,27331.43,27328.78,29720.58,29714.92,29704.34,31137.66,31133.51,31129.36,33008.96,33001.25,32986.81,34941.24,34935.58,34929.92
"0.03_17_1.8_Black Belt",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,24382.73,24381.18,24378.3,24962.49,24961.36,24960.22,29320.63,29317.03,29310.29,30674.45,30671.81,30669.17,34259.62,34253.96,34243.38,36386.79,36382.64,36378.49,39198.59,39190.87,39176.44,42099.11,42093.45,42087.79
"0.04_17_1.8_Black Belt",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,25620.96,25619.41,25616.53,26394.25,26393.12,26391.99,32209.08,32205.48,32198.75,34014.84,34012.2,34009.55,38798.67,38793.01,38782.43,41635.92,41631.77,41627.62,45388.21,45380.5,45366.06,49256.98,49251.32,49245.66
"0.02_11_2.0_Black Belt",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,12776,12774.45,12771.57,13162.22,13161.09,13159.96,16063.67,16060.07,16053.34,16965.57,16962.93,16960.28,19352.08,19346.42,19335.84,20769.16,20765.01,20760.86,22640.46,22632.75,22618.31,24572.74,24567.08,24561.42
"0.03_11_2.0_Black Belt",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,14014.23,14012.68,14009.8,14593.99,14592.86,14591.72,18952.13,18948.53,18941.79,20305.95,20303.31,20300.67,23891.12,23885.46,23874.88,26018.29,26014.14,26009.99,28830.09,28822.37,28807.94,31730.61,31724.95,31719.29
"0.04_11_2.0_Black Belt",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,15252.46,15250.91,15248.03,16025.75,16024.62,16023.49,21840.58,21836.98,21830.25,23646.34,23643.7,23641.05,28430.17,28424.51,28413.93,31267.42,31263.27,31259.12,35019.71,35012,34997.56,38888.48,38882.82,38877.16
"0.02_14_2.0_Black Belt",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,19316,19314.45,19311.57,19702.22,19701.09,19699.96,22603.67,22600.07,22593.34,23505.57,23502.93,23500.28,25892.08,25886.42,25875.84,27309.16,27305.01,27300.86,29180.46,29172.75,29158.31,31112.74,31107.08,31101.42
"0.03_14_2.0_Black Belt",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,20554.23,20552.68,20549.8,21133.99,21132.86,21131.72,25492.13,25488.53,25481.79,26845.95,26843.31,26840.67,30431.12,30425.46,30414.88,32558.29,32554.14,32549.99,35370.09,35362.37,35347.94,38270.61,38264.95,38259.29
"0.04_14_2.0_Black Belt",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,21792.46,21790.91,21788.03,22565.75,22564.62,22563.49,28380.58,28376.98,28370.25,30186.34,30183.7,30181.05,34970.17,34964.51,34953.93,37807.42,37803.27,37799.12,41559.71,41552,41537.56,45428.48,45422.82,45417.16
"0.02_17_2.0_Black Belt",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,25856,25854.45,25851.57,26242.22,26241.09,26239.96,29143.67,29140.07,29133.34,30045.57,30042.93,30040.28,32432.08,32426.42,32415.84,33849.16,33845.01,33840.86,35720.46,35712.75,35698.31,37652.74,37647.08,37641.42
"0.03_17_2.0_Black Belt",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,27094.23,27092.68,27089.8,27673.99,27672.86,27671.72,32032.13,32028.53,32021.79,33385.95,33383.31,33380.67,36971.12,36965.46,36954.88,39098.29,39094.14,39089.99,41910.09,41902.37,41887.94,44810.61,44804.95,44799.29
"0.04_17_2.0_Black Belt",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,28332.46,28330.91,28328.03,29105.75,29104.62,29103.49,34920.58,34916.98,34910.25,36726.34,36723.7,36721.05,41510.17,41504.51,41493.93,44347.42,44343.27,44339.12,48099.71,48092,48077.56,51968.48,51962.82,51957.16
"0.02_11_0.1_Southern",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-638.3,-639.85,-642.73,-252.55,-253.68,-254.81,2541.5,2537.9,2531.17,3442.16,3439.52,3436.87,5721.95,5716.29,5705.71,7137.11,7132.96,7128.81,8902.37,8894.66,8880.22,10832.05,10826.39,10820.73
"0.03_11_0.1_Southern",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,559.4,557.86,554.97,1138.46,1137.33,1136.19,5335.5,5331.9,5325.16,6687.46,6684.82,6682.18,10112.55,10106.89,10096.31,12236.84,12232.69,12228.54,14889.58,14881.86,14867.43,17786.2,17780.54,17774.88
"0.04_11_0.1_Southern",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,1757.11,1755.56,1752.68,2529.46,2528.33,2527.2,8129.49,8125.89,8119.16,9932.77,9930.13,9927.48,14503.16,14497.5,14486.92,17336.57,17332.42,17328.27,20876.78,20869.07,20854.63,24740.35,24734.69,24729.03
"0.02_14_0.1_Southern",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-311.3,-312.85,-315.73,74.45,73.32,72.19,2868.5,2864.9,2858.17,3769.16,3766.52,3763.87,6048.95,6043.29,6032.71,7464.11,7459.96,7455.81,9229.37,9221.66,9207.22,11159.05,11153.39,11147.73
"0.03_14_0.1_Southern",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,886.4,884.86,881.97,1465.46,1464.33,1463.19,5662.5,5658.9,5652.16,7014.46,7011.82,7009.18,10439.55,10433.89,10423.31,12563.84,12559.69,12555.54,15216.58,15208.86,15194.43,18113.2,18107.54,18101.88
"0.04_14_0.1_Southern",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,2084.11,2082.56,2079.68,2856.46,2855.33,2854.2,8456.49,8452.89,8446.16,10259.77,10257.13,10254.48,14830.16,14824.5,14813.92,17663.57,17659.42,17655.27,21203.78,21196.07,21181.63,25067.35,25061.69,25056.03
"0.02_17_0.1_Southern",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,15.7,14.15,11.27,401.45,400.32,399.19,3195.5,3191.9,3185.17,4096.16,4093.52,4090.87,6375.95,6370.29,6359.71,7791.11,7786.96,7782.81,9556.37,9548.66,9534.22,11486.05,11480.39,11474.73
"0.03_17_0.1_Southern",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,1213.4,1211.86,1208.97,1792.46,1791.33,1790.19,5989.5,5985.9,5979.16,7341.46,7338.82,7336.18,10766.55,10760.89,10750.31,12890.84,12886.69,12882.54,15543.58,15535.86,15521.43,18440.2,18434.54,18428.88
"0.04_17_0.1_Southern",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,2411.11,2409.56,2406.68,3183.46,3182.33,3181.2,8783.49,8779.89,8773.16,10586.77,10584.13,10581.48,15157.16,15151.5,15140.92,17990.57,17986.42,17982.27,21530.78,21523.07,21508.63,25394.35,25388.69,25383.03
"0.02_11_0.3_Southern",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,765.2,763.65,760.77,1150.95,1149.82,1148.69,3945,3941.4,3934.67,4845.66,4843.02,4840.37,7125.45,7119.79,7109.21,8540.61,8536.46,8532.31,10305.87,10298.16,10283.72,12235.55,12229.89,12224.23
"0.03_11_0.3_Southern",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,1962.9,1961.36,1958.47,2541.96,2540.83,2539.69,6739,6735.4,6728.66,8090.96,8088.32,8085.68,11516.05,11510.39,11499.81,13640.34,13636.19,13632.04,16293.08,16285.36,16270.93,19189.7,19184.04,19178.38
"0.04_11_0.3_Southern",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,3160.61,3159.06,3156.18,3932.96,3931.83,3930.7,9532.99,9529.39,9522.66,11336.27,11333.63,11330.98,15906.66,15901,15890.42,18740.07,18735.92,18731.77,22280.28,22272.57,22258.13,26143.85,26138.19,26132.53
"0.02_14_0.3_Southern",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,1746.2,1744.65,1741.77,2131.95,2130.82,2129.69,4926,4922.4,4915.67,5826.66,5824.02,5821.37,8106.45,8100.79,8090.21,9521.61,9517.46,9513.31,11286.87,11279.16,11264.72,13216.55,13210.89,13205.23
"0.03_14_0.3_Southern",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,2943.9,2942.36,2939.47,3522.96,3521.83,3520.69,7720,7716.4,7709.66,9071.96,9069.32,9066.68,12497.05,12491.39,12480.81,14621.34,14617.19,14613.04,17274.08,17266.36,17251.93,20170.7,20165.04,20159.38
"0.04_14_0.3_Southern",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,4141.61,4140.06,4137.18,4913.96,4912.83,4911.7,10513.99,10510.39,10503.66,12317.27,12314.63,12311.98,16887.66,16882,16871.42,19721.07,19716.92,19712.77,23261.28,23253.57,23239.13,27124.85,27119.19,27113.53
"0.02_17_0.3_Southern",341.37,341.37,341.37,341.37,341.37,341.37,2727.2,2725.65,2722.77,3112.95,3111.82,3110.69,5907,5903.4,5896.67,6807.66,6805.02,6802.37,9087.45,9081.79,9071.21,10502.61,10498.46,10494.31,12267.87,12260.16,12245.72,14197.55,14191.89,14186.23
"0.03_17_0.3_Southern",341.37,341.37,341.37,341.37,341.37,341.37,3924.9,3923.36,3920.47,4503.96,4502.83,4501.69,8701,8697.4,8690.66,10052.96,10050.32,10047.68,13478.05,13472.39,13461.81,15602.34,15598.19,15594.04,18255.08,18247.36,18232.93,21151.7,21146.04,21140.38
"0.04_17_0.3_Southern",341.37,341.37,341.37,341.37,341.37,341.37,5122.61,5121.06,5118.18,5894.96,5893.83,5892.7,11494.99,11491.39,11484.66,13298.27,13295.63,13292.98,17868.66,17863,17852.42,20702.07,20697.92,20693.77,24242.28,24234.57,24220.13,28105.85,28100.19,28094.53
"0.02_11_0.5_Southern",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,2168.7,2167.15,2164.27,2554.45,2553.32,2552.19,5348.5,5344.9,5338.17,6249.16,6246.52,6243.87,8528.95,8523.29,8512.71,9944.11,9939.96,9935.81,11709.37,11701.66,11687.22,13639.05,13633.39,13627.73
"0.03_11_0.5_Southern",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,3366.4,3364.86,3361.97,3945.46,3944.33,3943.19,8142.5,8138.9,8132.16,9494.46,9491.82,9489.18,12919.55,12913.89,12903.31,15043.84,15039.69,15035.54,17696.58,17688.86,17674.43,20593.2,20587.54,20581.88
"0.04_11_0.5_Southern",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,4564.11,4562.56,4559.68,5336.46,5335.33,5334.2,10936.49,10932.89,10926.16,12739.77,12737.13,12734.48,17310.16,17304.5,17293.92,20143.57,20139.42,20135.27,23683.78,23676.07,23661.63,27547.35,27541.69,27536.03
"0.02_14_0.5_Southern",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,3803.7,3802.15,3799.27,4189.45,4188.32,4187.19,6983.5,6979.9,6973.17,7884.16,7881.52,7878.87,10163.95,10158.29,10147.71,11579.11,11574.96,11570.81,13344.37,13336.66,13322.22,15274.05,15268.39,15262.73
"0.03_14_0.5_Southern",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,5001.4,4999.86,4996.97,5580.46,5579.33,5578.19,9777.5,9773.9,9767.16,11129.46,11126.82,11124.18,14554.55,14548.89,14538.31,16678.84,16674.69,16670.54,19331.58,19323.86,19309.43,22228.2,22222.54,22216.88
"0.04_14_0.5_Southern",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,6199.11,6197.56,6194.68,6971.46,6970.33,6969.2,12571.49,12567.89,12561.16,14374.77,14372.13,14369.48,18945.16,18939.5,18928.92,21778.57,21774.42,21770.27,25318.78,25311.07,25296.63,29182.35,29176.69,29171.03
"0.02_17_0.5_Southern",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,5438.7,5437.15,5434.27,5824.45,5823.32,5822.19,8618.5,8614.9,8608.17,9519.16,9516.52,9513.87,11798.95,11793.29,11782.71,13214.11,13209.96,13205.81,14979.37,14971.66,14957.22,16909.05,16903.39,16897.73
"0.03_17_0.5_Southern",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,6636.4,6634.86,6631.97,7215.46,7214.33,7213.19,11412.5,11408.9,11402.16,12764.46,12761.82,12759.18,16189.55,16183.89,16173.31,18313.84,18309.69,18305.54,20966.58,20958.86,20944.43,23863.2,23857.54,23851.88
"0.04_17_0.5_Southern",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,7834.11,7832.56,7829.68,8606.46,8605.33,8604.2,14206.49,14202.89,14196.16,16009.77,16007.13,16004.48,20580.16,20574.5,20563.92,23413.57,23409.42,23405.27,26953.78,26946.07,26931.63,30817.35,30811.69,30806.03
"0.02_11_0.7_Southern",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,3572.2,3570.65,3567.77,3957.95,3956.82,3955.69,6752,6748.4,6741.67,7652.66,7650.02,7647.37,9932.45,9926.79,9916.21,11347.61,11343.46,11339.31,13112.87,13105.16,13090.72,15042.55,15036.89,15031.23
"0.03_11_0.7_Southern",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,4769.9,4768.36,4765.47,5348.96,5347.83,5346.69,9546,9542.4,9535.66,10897.96,10895.32,10892.68,14323.05,14317.39,14306.81,16447.34,16443.19,16439.04,19100.08,19092.36,19077.93,21996.7,21991.04,21985.38
"0.04_11_0.7_Southern",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,5967.61,5966.06,5963.18,6739.96,6738.83,6737.7,12339.99,12336.39,12329.66,14143.27,14140.63,14137.98,18713.66,18708,18697.42,21547.07,21542.92,21538.77,25087.28,25079.57,25065.13,28950.85,28945.19,28939.53
"0.02_14_0.7_Southern",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,5861.2,5859.65,5856.77,6246.95,6245.82,6244.69,9041,9037.4,9030.67,9941.66,9939.02,9936.37,12221.45,12215.79,12205.21,13636.61,13632.46,13628.31,15401.87,15394.16,15379.72,17331.55,17325.89,17320.23
"0.03_14_0.7_Southern",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,7058.9,7057.36,7054.47,7637.96,7636.83,7635.69,11835,11831.4,11824.66,13186.96,13184.32,13181.68,16612.05,16606.39,16595.81,18736.34,18732.19,18728.04,21389.08,21381.36,21366.93,24285.7,24280.04,24274.38
"0.04_14_0.7_Southern",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,8256.61,8255.06,8252.18,9028.96,9027.83,9026.7,14628.99,14625.39,14618.66,16432.27,16429.63,16426.98,21002.66,20997,20986.42,23836.07,23831.92,23827.77,27376.28,27368.57,27354.13,31239.85,31234.19,31228.53
"0.02_17_0.7_Southern",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,8150.2,8148.65,8145.77,8535.95,8534.82,8533.69,11330,11326.4,11319.67,12230.66,12228.02,12225.37,14510.45,14504.79,14494.21,15925.61,15921.46,15917.31,17690.87,17683.16,17668.72,19620.55,19614.89,19609.23
"0.03_17_0.7_Southern",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,9347.9,9346.36,9343.47,9926.96,9925.83,9924.69,14124,14120.4,14113.66,15475.96,15473.32,15470.68,18901.05,18895.39,18884.81,21025.34,21021.19,21017.04,23678.08,23670.36,23655.93,26574.7,26569.04,26563.38
"0.04_17_0.7_Southern",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,10545.61,10544.06,10541.18,11317.96,11316.83,11315.7,16917.99,16914.39,16907.66,18721.27,18718.63,18715.98,23291.66,23286,23275.42,26125.07,26120.92,26116.77,29665.28,29657.57,29643.13,33528.85,33523.19,33517.53
"0.02_11_1.0_Southern",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,5677.45,5675.9,5673.02,6063.2,6062.07,6060.94,8857.25,8853.65,8846.92,9757.91,9755.27,9752.62,12037.7,12032.04,12021.46,13452.86,13448.71,13444.56,15218.12,15210.41,15195.97,17147.8,17142.14,17136.48
"0.03_11_1.0_Southern",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,6875.15,6873.61,6870.72,7454.21,7453.08,7451.94,11651.25,11647.65,11640.91,13003.21,13000.57,12997.93,16428.3,16422.64,16412.06,18552.59,18548.44,18544.29,21205.33,21197.61,21183.18,24101.95,24096.29,24090.63
"0.04_11_1.0_Southern",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,8072.86,8071.31,8068.43,8845.21,8844.08,8842.95,14445.24,14441.64,14434.91,16248.52,16245.88,16243.23,20818.91,20813.25,20802.67,23652.32,23648.17,23644.02,27192.53,27184.82,27170.38,31056.1,31050.44,31044.78
"0.02_14_1.0_Southern",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,8947.45,8945.9,8943.02,9333.2,9332.07,9330.94,12127.25,12123.65,12116.92,13027.91,13025.27,13022.62,15307.7,15302.04,15291.46,16722.86,16718.71,16714.56,18488.12,18480.41,18465.97,20417.8,20412.14,20406.48
"0.03_14_1.0_Southern",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,10145.15,10143.61,10140.72,10724.21,10723.08,10721.94,14921.25,14917.65,14910.91,16273.21,16270.57,16267.93,19698.3,19692.64,19682.06,21822.59,21818.44,21814.29,24475.33,24467.61,24453.18,27371.95,27366.29,27360.63
"0.04_14_1.0_Southern",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,11342.86,11341.31,11338.43,12115.21,12114.08,12112.95,17715.24,17711.64,17704.91,19518.52,19515.88,19513.23,24088.91,24083.25,24072.67,26922.32,26918.17,26914.02,30462.53,30454.82,30440.38,34326.1,34320.44,34314.78
"0.02_17_1.0_Southern",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,12217.45,12215.9,12213.02,12603.2,12602.07,12600.94,15397.25,15393.65,15386.92,16297.91,16295.27,16292.62,18577.7,18572.04,18561.46,19992.86,19988.71,19984.56,21758.12,21750.41,21735.97,23687.8,23682.14,23676.48
"0.03_17_1.0_Southern",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,13415.15,13413.61,13410.72,13994.21,13993.08,13991.94,18191.25,18187.65,18180.91,19543.21,19540.57,19537.93,22968.3,22962.64,22952.06,25092.59,25088.44,25084.29,27745.33,27737.61,27723.18,30641.95,30636.29,30630.63
"0.04_17_1.0_Southern",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,14612.86,14611.31,14608.43,15385.21,15384.08,15382.95,20985.24,20981.64,20974.91,22788.52,22785.88,22783.23,27358.91,27353.25,27342.67,30192.32,30188.17,30184.02,33732.53,33724.82,33710.38,37596.1,37590.44,37584.78
"0.02_11_1.2_Southern",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,7080.95,7079.4,7076.52,7466.7,7465.57,7464.44,10260.75,10257.15,10250.42,11161.41,11158.77,11156.12,13441.2,13435.54,13424.96,14856.36,14852.21,14848.06,16621.62,16613.91,16599.47,18551.3,18545.64,18539.98
"0.03_11_1.2_Southern",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,8278.65,8277.11,8274.22,8857.71,8856.58,8855.44,13054.75,13051.15,13044.41,14406.71,14404.07,14401.43,17831.8,17826.14,17815.56,19956.09,19951.94,19947.79,22608.83,22601.11,22586.68,25505.45,25499.79,25494.13
"0.04_11_1.2_Southern",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,9476.36,9474.81,9471.93,10248.71,10247.58,10246.45,15848.74,15845.14,15838.41,17652.02,17649.38,17646.73,22222.41,22216.75,22206.17,25055.82,25051.67,25047.52,28596.03,28588.32,28573.88,32459.6,32453.94,32448.28
"0.02_14_1.2_Southern",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,11004.95,11003.4,11000.52,11390.7,11389.57,11388.44,14184.75,14181.15,14174.42,15085.41,15082.77,15080.12,17365.2,17359.54,17348.96,18780.36,18776.21,18772.06,20545.62,20537.91,20523.47,22475.3,22469.64,22463.98
"0.03_14_1.2_Southern",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,12202.65,12201.11,12198.22,12781.71,12780.58,12779.44,16978.75,16975.15,16968.41,18330.71,18328.07,18325.43,21755.8,21750.14,21739.56,23880.09,23875.94,23871.79,26532.83,26525.11,26510.68,29429.45,29423.79,29418.13
"0.04_14_1.2_Southern",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,13400.36,13398.81,13395.93,14172.71,14171.58,14170.45,19772.74,19769.14,19762.41,21576.02,21573.38,21570.73,26146.41,26140.75,26130.17,28979.82,28975.67,28971.52,32520.03,32512.32,32497.88,36383.6,36377.94,36372.28
"0.02_17_1.2_Southern",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,14928.95,14927.4,14924.52,15314.7,15313.57,15312.44,18108.75,18105.15,18098.42,19009.41,19006.77,19004.12,21289.2,21283.54,21272.96,22704.36,22700.21,22696.06,24469.62,24461.91,24447.47,26399.3,26393.64,26387.98
"0.03_17_1.2_Southern",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,16126.65,16125.11,16122.22,16705.71,16704.58,16703.44,20902.75,20899.15,20892.41,22254.71,22252.07,22249.43,25679.8,25674.14,25663.56,27804.09,27799.94,27795.79,30456.83,30449.11,30434.68,33353.45,33347.79,33342.13
"0.04_17_1.2_Southern",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,17324.36,17322.81,17319.93,18096.71,18095.58,18094.45,23696.74,23693.14,23686.41,25500.02,25497.38,25494.73,30070.41,30064.75,30054.17,32903.82,32899.67,32895.52,36444.03,36436.32,36421.88,40307.6,40301.94,40296.28
"0.02_11_1.5_Southern",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,9186.2,9184.65,9181.77,9571.95,9570.82,9569.69,12366,12362.4,12355.67,13266.66,13264.02,13261.37,15546.45,15540.79,15530.21,16961.61,16957.46,16953.31,18726.87,18719.16,18704.72,20656.55,20650.89,20645.23
"0.03_11_1.5_Southern",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,10383.9,10382.36,10379.47,10962.96,10961.83,10960.69,15160,15156.4,15149.66,16511.96,16509.32,16506.68,19937.05,19931.39,19920.81,22061.34,22057.19,22053.04,24714.08,24706.36,24691.93,27610.7,27605.04,27599.38
"0.04_11_1.5_Southern",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,11581.61,11580.06,11577.18,12353.96,12352.83,12351.7,17953.99,17950.39,17943.66,19757.27,19754.63,19751.98,24327.66,24322,24311.42,27161.07,27156.92,27152.77,30701.28,30693.57,30679.13,34564.85,34559.19,34553.53
"0.02_14_1.5_Southern",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,14091.2,14089.65,14086.77,14476.95,14475.82,14474.69,17271,17267.4,17260.67,18171.66,18169.02,18166.37,20451.45,20445.79,20435.21,21866.61,21862.46,21858.31,23631.87,23624.16,23609.72,25561.55,25555.89,25550.23
"0.03_14_1.5_Southern",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,15288.9,15287.36,15284.47,15867.96,15866.83,15865.69,20065,20061.4,20054.66,21416.96,21414.32,21411.68,24842.05,24836.39,24825.81,26966.34,26962.19,26958.04,29619.08,29611.36,29596.93,32515.7,32510.04,32504.38
"0.04_14_1.5_Southern",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,16486.61,16485.06,16482.18,17258.96,17257.83,17256.7,22858.99,22855.39,22848.66,24662.27,24659.63,24656.98,29232.66,29227,29216.42,32066.07,32061.92,32057.77,35606.28,35598.57,35584.13,39469.85,39464.19,39458.53
"0.02_17_1.5_Southern",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,18996.2,18994.65,18991.77,19381.95,19380.82,19379.69,22176,22172.4,22165.67,23076.66,23074.02,23071.37,25356.45,25350.79,25340.21,26771.61,26767.46,26763.31,28536.87,28529.16,28514.72,30466.55,30460.89,30455.23
"0.03_17_1.5_Southern",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,20193.9,20192.36,20189.47,20772.96,20771.83,20770.69,24970,24966.4,24959.66,26321.96,26319.32,26316.68,29747.05,29741.39,29730.81,31871.34,31867.19,31863.04,34524.08,34516.36,34501.93,37420.7,37415.04,37409.38
"0.04_17_1.5_Southern",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,21391.61,21390.06,21387.18,22163.96,22162.83,22161.7,27763.99,27760.39,27753.66,29567.27,29564.63,29561.98,34137.66,34132,34121.42,36971.07,36966.92,36962.77,40511.28,40503.57,40489.13,44374.85,44369.19,44363.53
"0.02_11_1.8_Southern",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,11291.45,11289.9,11287.02,11677.2,11676.07,11674.94,14471.25,14467.65,14460.92,15371.91,15369.27,15366.62,17651.7,17646.04,17635.46,19066.86,19062.71,19058.56,20832.12,20824.41,20809.97,22761.8,22756.14,22750.48
"0.03_11_1.8_Southern",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,12489.15,12487.61,12484.72,13068.21,13067.08,13065.94,17265.25,17261.65,17254.91,18617.21,18614.57,18611.93,22042.3,22036.64,22026.06,24166.59,24162.44,24158.29,26819.33,26811.61,26797.18,29715.95,29710.29,29704.63
